d,CA,TX,WI,date,CA_rolling_28,TX_rolling_28,WI_rolling_28
d_992,13987,9319,9371,2013-10-16,16828.89285714286,10728.714285714286,10260.285714285714
d_993,13966,8411,8161,2013-10-17,16822.39285714286,10711.642857142857,10273.67857142857
d_994,15615,9141,9581,2013-10-18,16775.39285714286,10709.142857142857,10253.75
d_995,19048,12055,10940,2013-10-19,16707.321428571428,10660.32142857143,10229.285714285714
d_996,20688,12170,10494,2013-10-20,16666.928571428572,10612.035714285714,10215.892857142857
d_997,14762,9342,7755,2013-10-21,16653.14285714286,10609.142857142857,10199.535714285714
d_998,13558,8128,7271,2013-10-22,16612.571428571428,10584.07142857143,10189.92857142857
d_999,13032,8545,7948,2013-10-23,16601.035714285714,10577.392857142857,10192.642857142857
d_1000,13066,8311,7883,2013-10-24,16565.464285714286,10565.214285714286,10190.82142857143
d_1001,14957,9144,9776,2013-10-25,16541.85714285714,10532.964285714286,10188.642857142857
d_1002,19043,11526,11885,2013-10-26,16514.071428571428,10483.57142857143,10194.857142857143
d_1003,19459,12213,8993,2013-10-27,16466.60714285714,10464.75,10127.892857142857
d_1004,15149,9371,7538,2013-10-28,16458.178571428572,10475.357142857143,10095.892857142857
d_1005,13780,8009,7740,2013-10-29,16389.0,10361.17857142857,10022.07142857143
d_1006,15458,8629,7049,2013-10-30,16424.64285714286,10345.67857142857,9903.214285714286
d_1007,11722,7625,7687,2013-10-31,16306.357142857143,10238.17857142857,9765.392857142857
d_1008,16539,11501,11687,2013-11-01,16288.82142857143,10289.607142857143,9816.964285714286
d_1009,20526,12328,14239,2013-11-02,16259.17857142857,10242.75,9833.32142857143
d_1010,21495,13166,13712,2013-11-03,16239.535714285714,10189.107142857143,9852.5
d_1011,15376,9045,8551,2013-11-04,16190.142857142857,10119.285714285714,9827.75
d_1012,14683,9850,9554,2013-11-05,16156.07142857143,10141.107142857143,9823.67857142857
d_1013,14152,9143,9735,2013-11-06,16125.5,10130.607142857143,9803.464285714286
d_1014,13890,9482,8581,2013-11-07,16048.964285714286,10150.5,9786.32142857143
d_1015,15340,9143,10977,2013-11-08,16021.392857142857,10097.535714285714,9772.82142857143
d_1016,19643,11819,14255,2013-11-09,16025.785714285714,10071.142857142857,9763.964285714286
d_1017,20105,12183,11617,2013-11-10,16012.92857142857,10003.964285714286,9756.92857142857
d_1018,16490,10360,9546,2013-11-11,16045.0,9987.142857142857,9725.964285714286
d_1019,12770,9517,9988,2013-11-12,16010.67857142857,9981.285714285714,9732.642857142857
d_1020,12613,8526,8116,2013-11-13,15961.607142857143,9952.964285714286,9687.82142857143
d_1021,12551,7933,8984,2013-11-14,15911.07142857143,9935.892857142857,9717.214285714286
d_1022,14870,9989,10916,2013-11-15,15884.464285714286,9966.17857142857,9764.892857142857
d_1023,19340,12556,12691,2013-11-16,15894.892857142857,9984.07142857143,9827.42857142857
d_1024,19731,12678,10180,2013-11-17,15860.714285714286,10002.214285714286,9816.214285714286
d_1025,14428,8938,8744,2013-11-18,15848.785714285714,9987.785714285714,9851.535714285714
d_1026,12299,8195,8028,2013-11-19,15803.82142857143,9990.17857142857,9878.57142857143
d_1027,11884,8042,7989,2013-11-20,15762.82142857143,9972.214285714286,9880.035714285714
d_1028,12375,8055,8269,2013-11-21,15738.142857142857,9963.07142857143,9893.82142857143
d_1029,14280,8741,9842,2013-11-22,15713.964285714286,9948.67857142857,9896.17857142857
d_1030,18472,10351,11224,2013-11-23,15693.57142857143,9906.714285714286,9872.57142857143
d_1031,18198,10810,9438,2013-11-24,15648.535714285714,9856.607142857143,9888.464285714286
d_1032,13854,7355,7436,2013-11-25,15602.285714285714,9784.607142857143,9884.82142857143
d_1033,14129,8884,8280,2013-11-26,15614.75,9815.857142857143,9904.107142857143
d_1034,15079,10922,10138,2013-11-27,15601.214285714286,9897.75,10014.42857142857
d_1035,8302,6489,5048,2013-11-28,15479.07142857143,9857.17857142857,9920.17857142857
d_1036,10763,7126,8184,2013-11-29,15272.785714285714,9700.92857142857,9795.07142857143
d_1037,13572,8388,9586,2013-11-30,15024.42857142857,9560.214285714286,9628.892857142857
d_1038,16983,10626,10578,2013-12-01,14863.285714285714,9469.5,9516.964285714286
d_1039,16466,9609,11012,2013-12-02,14902.214285714286,9489.642857142857,9604.857142857143
d_1040,15949,10508,11567,2013-12-03,14947.42857142857,9513.142857142857,9676.75
d_1041,13865,8570,9084,2013-12-04,14937.17857142857,9492.67857142857,9653.5
d_1042,14368,9612,11171,2013-12-05,14954.25,9497.32142857143,9746.0
d_1043,15616,9818,11465,2013-12-06,14964.107142857143,9521.42857142857,9763.42857142857
d_1044,19874,12366,12210,2013-12-07,14972.357142857143,9540.964285714286,9690.392857142857
d_1045,18772,11556,10096,2013-12-08,14924.75,9518.57142857143,9636.07142857143
d_1046,14829,8855,9969,2013-12-09,14865.42857142857,9464.82142857143,9651.17857142857
d_1047,14720,8370,8332,2013-12-10,14935.07142857143,9423.857142857143,9592.035714285714
d_1048,12882,8642,9387,2013-12-11,14944.67857142857,9428.0,9637.42857142857
d_1049,12353,8769,10547,2013-12-12,14937.607142857143,9457.857142857143,9693.25
d_1050,14678,9389,12096,2013-12-13,14930.75,9436.42857142857,9735.392857142857
d_1051,18160,11203,12165,2013-12-14,14888.607142857143,9388.107142857143,9716.607142857143
d_1052,17943,12422,12732,2013-12-15,14824.75,9378.964285714286,9807.75
d_1053,14530,9333,8611,2013-12-16,14828.392857142857,9393.07142857143,9803.0
d_1054,13153,8638,8547,2013-12-17,14858.892857142857,9408.892857142857,9821.535714285714
d_1055,13387,9549,8756,2013-12-18,14912.57142857143,9462.714285714286,9848.92857142857
d_1056,13290,10179,8942,2013-12-19,14945.25,9538.57142857143,9872.964285714286
d_1057,13776,9054,9293,2013-12-20,14927.25,9549.75,9853.357142857143
d_1058,17676,9930,12868,2013-12-21,14898.82142857143,9534.714285714286,9912.07142857143
d_1059,17748,10424,6743,2013-12-22,14882.75,9520.92857142857,9815.82142857143
d_1060,15786,9489,10014,2013-12-23,14951.75,9597.142857142857,9907.892857142857
d_1061,12607,8888,9582,2013-12-24,14897.392857142857,9597.285714285714,9954.392857142857
d_1062,5,13,2,2013-12-25,14359.035714285714,9207.67857142857,9592.392857142857
d_1063,14544,9739,8444,2013-12-26,14581.964285714286,9323.75,9713.67857142857
d_1064,14677,9262,9156,2013-12-27,14721.75,9400.035714285714,9748.392857142857
d_1065,15846,10454,10190,2013-12-28,14802.964285714286,9473.82142857143,9769.964285714286
d_1066,15455,9983,8683,2013-12-29,14748.392857142857,9450.857142857143,9702.285714285714
d_1067,15159,8975,8159,2013-12-30,14701.714285714286,9428.214285714286,9600.392857142857
d_1068,14973,9789,10049,2013-12-31,14666.857142857143,9402.535714285714,9546.17857142857
d_1069,10884,7837,5124,2014-01-01,14560.392857142857,9376.357142857143,9404.75
d_1070,14703,8647,9303,2014-01-02,14572.357142857143,9341.892857142857,9338.035714285714
d_1071,15982,10147,12741,2014-01-03,14585.42857142857,9353.642857142857,9383.607142857143
d_1072,17993,11291,15332,2014-01-04,14518.25,9315.25,9495.107142857143
d_1073,19258,12592,13452,2014-01-05,14535.607142857143,9352.25,9614.964285714286
d_1074,15562,9616,7234,2014-01-06,14561.785714285714,9379.42857142857,9517.285714285714
d_1075,14199,9289,7464,2014-01-07,14543.17857142857,9412.25,9486.285714285714
d_1076,13953,8760,10260,2014-01-08,14581.42857142857,9416.464285714286,9517.464285714286
d_1077,13308,9046,10843,2014-01-09,14615.535714285714,9426.357142857143,9528.035714285714
d_1078,15094,8404,9268,2014-01-10,14630.392857142857,9391.17857142857,9427.035714285714
d_1079,20084,12676,15038,2014-01-11,14699.107142857143,9443.785714285714,9529.642857142857
d_1080,19062,13028,14768,2014-01-12,14739.07142857143,9465.42857142857,9602.357142857143
d_1081,14826,10226,8662,2014-01-13,14749.642857142857,9497.32142857143,9604.17857142857
d_1082,12483,8390,9350,2014-01-14,14725.714285714286,9488.464285714286,9632.857142857143
d_1083,13118,8649,9812,2014-01-15,14716.107142857143,9456.32142857143,9670.57142857143
d_1084,13275,8290,9625,2014-01-16,14715.57142857143,9388.857142857143,9694.964285714286
d_1085,15801,8810,10629,2014-01-17,14787.892857142857,9380.142857142857,9742.67857142857
d_1086,20056,10339,12838,2014-01-18,14872.892857142857,9394.75,9741.607142857143
d_1087,17807,11231,11389,2014-01-19,14875.0,9423.57142857143,9907.535714285714
d_1088,15452,9189,8065,2014-01-20,14863.07142857143,9412.857142857143,9837.92857142857
d_1089,12793,7404,7657,2014-01-21,14869.714285714286,9359.857142857143,9769.17857142857
d_1090,13228,7567,7402,2014-01-22,15341.964285714286,9629.642857142857,10033.464285714286
d_1091,12047,7212,6985,2014-01-23,15252.785714285714,9539.392857142857,9981.357142857143
d_1092,14269,7669,8950,2014-01-24,15238.214285714286,9482.5,9974.0
d_1093,18248,10581,11700,2014-01-25,15324.0,9487.035714285714,10027.92857142857
d_1094,19371,10811,10015,2014-01-26,15463.857142857143,9516.607142857143,10075.5
d_1095,13512,9848,6700,2014-01-27,15405.035714285714,9547.785714285714,10023.392857142857
d_1096,12167,5634,6199,2014-01-28,15304.82142857143,9399.392857142857,9885.892857142857
d_1097,10941,6774,7268,2014-01-29,15306.857142857143,9361.42857142857,9962.464285714286
d_1098,11714,7442,7861,2014-01-30,15200.107142857143,9318.392857142857,9910.964285714286
d_1099,14942,9334,12213,2014-01-31,15162.964285714286,9289.357142857143,9892.107142857143
d_1100,20480,12629,12224,2014-02-01,15251.785714285714,9337.142857142857,9781.107142857143
d_1101,19300,11121,13476,2014-02-02,15253.285714285714,9284.607142857143,9781.964285714286
d_1102,15947,9288,12059,2014-02-03,15267.035714285714,9272.892857142857,9954.285714285714
d_1103,13963,7692,8922,2014-02-04,15258.607142857143,9215.857142857143,10006.357142857143
d_1104,13759,8412,9505,2014-02-05,15251.67857142857,9203.42857142857,9979.392857142857
d_1105,13845,8352,10192,2014-02-06,15270.857142857143,9178.642857142857,9956.142857142857
d_1106,14641,9671,9943,2014-02-07,15254.67857142857,9223.892857142857,9980.25
d_1107,21851,11365,13892,2014-02-08,15317.785714285714,9177.07142857143,9939.32142857143
d_1108,21126,13388,13526,2014-02-09,15391.5,9189.92857142857,9894.964285714286
d_1109,15714,8654,8779,2014-02-10,15423.214285714286,9133.785714285714,9899.142857142857
d_1110,13694,9350,10489,2014-02-11,15466.464285714286,9168.07142857143,9939.82142857143
d_1111,13889,11094,11755,2014-02-12,15494.0,9255.392857142857,10009.214285714286
d_1112,15294,11744,10445,2014-02-13,15566.107142857143,9378.75,10038.5
d_1113,13393,9663,10854,2014-02-14,15480.107142857143,9409.214285714286,10046.535714285714
d_1114,17799,12726,14440,2014-02-15,15399.5,9494.464285714286,10103.75
d_1115,17962,12794,13076,2014-02-16,15405.035714285714,9550.285714285714,10164.0
d_1116,15790,11467,7300,2014-02-17,15417.107142857143,9631.642857142857,10136.67857142857
d_1117,12719,8556,9435,2014-02-18,15414.464285714286,9672.785714285714,10200.17857142857
d_1118,12495,8225,9691,2014-02-19,15388.285714285714,9696.285714285714,10281.92857142857
d_1119,13149,8224,8330,2014-02-20,15427.642857142857,9732.42857142857,10329.964285714286
d_1120,14070,9316,9940,2014-02-21,15420.535714285714,9791.25,10365.32142857143
d_1121,17686,10868,12934,2014-02-22,15400.464285714286,9801.5,10409.392857142857
d_1122,18909,13334,12184,2014-02-23,15383.964285714286,9891.607142857143,10486.857142857143
d_1123,13794,9228,8775,2014-02-24,15394.035714285714,9869.464285714286,10560.964285714286
d_1124,13035,8545,8145,2014-02-25,15425.035714285714,9973.42857142857,10630.464285714286
d_1125,11294,7169,7888,2014-02-26,15437.642857142857,9987.535714285714,10652.607142857143
d_1126,12578,8424,7888,2014-02-27,15468.5,10022.607142857143,10653.57142857143
d_1127,13154,9814,11230,2014-02-28,15404.642857142857,10039.75,10618.464285714286
d_1128,20981,12257,12258,2014-03-01,15422.535714285714,10026.464285714286,10619.67857142857
d_1129,20852,12206,13719,2014-03-02,15477.964285714286,10065.214285714286,10628.357142857143
d_1130,15203,10261,11737,2014-03-03,15451.392857142857,10099.964285714286,10616.857142857143
d_1131,13650,7653,8763,2014-03-04,15440.214285714286,10098.57142857143,10611.17857142857
d_1132,12396,9265,9617,2014-03-05,15391.535714285714,10129.035714285714,10615.17857142857
d_1133,12840,9479,10343,2014-03-06,15355.642857142857,10169.285714285714,10620.57142857143
d_1134,14643,9895,10326,2014-03-07,15355.714285714286,10177.285714285714,10634.25
d_1135,17971,11665,13849,2014-03-08,15217.142857142857,10188.0,10632.714285714286
d_1136,21869,14175,14046,2014-03-09,15243.67857142857,10216.107142857143,10651.285714285714
d_1137,16430,10904,10172,2014-03-10,15269.25,10296.464285714286,10701.035714285714
d_1138,13918,10051,10598,2014-03-11,15277.25,10321.5,10704.92857142857
d_1139,13981,10449,10512,2014-03-12,15280.535714285714,10298.464285714286,10660.535714285714
d_1140,13680,10291,9113,2014-03-13,15222.892857142857,10246.57142857143,10612.964285714286
d_1141,15179,10111,11656,2014-03-14,15286.67857142857,10262.57142857143,10641.607142857143
d_1142,19039,12071,13598,2014-03-15,15330.964285714286,10239.17857142857,10611.535714285714
d_1143,20018,13285,12073,2014-03-16,15404.392857142857,10256.714285714286,10575.714285714286
d_1144,14273,9712,8099,2014-03-17,15350.214285714286,10194.035714285714,10604.25
d_1145,13161,8811,8123,2014-03-18,15366.0,10203.142857142857,10557.392857142857
d_1146,12693,8833,7858,2014-03-19,15373.07142857143,10224.857142857143,10491.92857142857
d_1147,12703,8365,7741,2014-03-20,15357.142857142857,10229.892857142857,10470.892857142857
d_1148,14720,9385,9097,2014-03-21,15380.357142857143,10232.357142857143,10440.785714285714
d_1149,18616,11015,11810,2014-03-22,15413.57142857143,10237.607142857143,10400.642857142857
d_1150,20673,12219,11279,2014-03-23,15476.57142857143,10197.785714285714,10368.32142857143
d_1151,14672,9314,7857,2014-03-24,15507.92857142857,10200.857142857143,10335.535714285714
d_1152,12983,8402,7081,2014-03-25,15506.07142857143,10195.75,10297.535714285714
d_1153,12742,6296,7976,2014-03-26,15557.785714285714,10164.57142857143,10300.67857142857
d_1154,13134,9431,7645,2014-03-27,15577.642857142857,10200.535714285714,10292.0
d_1155,14684,8596,9638,2014-03-28,15632.285714285714,10157.035714285714,10235.142857142857
d_1156,17862,11015,12316,2014-03-29,15520.892857142857,10112.67857142857,10237.214285714286
d_1157,20499,12109,10548,2014-03-30,15508.285714285714,10109.214285714286,10123.964285714286
d_1158,13605,9506,7561,2014-03-31,15451.214285714286,10082.25,9974.82142857143
d_1159,14505,10208,8995,2014-04-01,15481.75,10173.5,9983.107142857143
d_1160,14744,8515,10440,2014-04-02,15565.607142857143,10146.714285714286,10012.5
d_1161,15363,9821,11420,2014-04-03,15655.714285714286,10158.92857142857,10050.964285714286
d_1162,15875,9808,10002,2014-04-04,15699.714285714286,10155.82142857143,10039.392857142857
d_1163,20477,12347,13952,2014-04-05,15789.214285714286,10180.17857142857,10043.07142857143
d_1164,21710,13459,13621,2014-04-06,15783.535714285714,10154.607142857143,10027.892857142857
d_1165,17070,10570,8954,2014-04-07,15806.392857142857,10142.67857142857,9984.392857142857
d_1166,16152,8860,10236,2014-04-08,15886.17857142857,10100.142857142857,9971.464285714286
d_1167,15555,9346,10308,2014-04-09,15942.392857142857,10060.75,9964.17857142857
d_1168,15227,9202,8609,2014-04-10,15997.642857142857,10021.857142857143,9946.17857142857
d_1169,16110,10900,11429,2014-04-11,16030.892857142857,10050.035714285714,9938.07142857143
d_1170,18790,12830,14535,2014-04-12,16022.0,10077.142857142857,9971.535714285714
d_1171,20183,14517,11383,2014-04-13,16027.892857142857,10121.142857142857,9946.892857142857
d_1172,15012,9664,11075,2014-04-14,16054.285714285714,10119.42857142857,10053.17857142857
d_1173,14174,11157,11065,2014-04-15,16090.464285714286,10203.214285714286,10158.25
d_1174,14716,9984,9528,2014-04-16,16162.714285714286,10244.32142857143,10217.892857142857
d_1175,14652,9374,9167,2014-04-17,16232.32142857143,10280.357142857143,10268.82142857143
d_1176,16814,11668,10423,2014-04-18,16307.107142857143,10361.892857142857,10316.17857142857
d_1177,21794,13231,12794,2014-04-19,16420.60714285714,10441.035714285714,10351.32142857143
d_1178,18353,12553,8028,2014-04-20,16337.75,10452.964285714286,10235.214285714286
d_1179,14419,9293,7914,2014-04-21,16328.714285714286,10452.214285714286,10237.25
d_1180,14025,9186,7467,2014-04-22,16365.92857142857,10480.214285714286,10251.035714285714
d_1181,13630,8931,7876,2014-04-23,16397.64285714286,10574.32142857143,10247.464285714286
d_1182,13940,9059,7793,2014-04-24,16426.428571428572,10561.035714285714,10252.75
d_1183,14391,9859,9177,2014-04-25,16415.964285714286,10606.142857142857,10236.285714285714
d_1184,19037,11752,11588,2014-04-26,16457.928571428572,10632.464285714286,10210.285714285714
d_1185,20454,12371,10615,2014-04-27,16456.321428571428,10641.82142857143,10212.67857142857
d_1186,14501,9803,7204,2014-04-28,16488.321428571428,10652.42857142857,10199.92857142857
d_1187,13390,8473,8002,2014-04-29,16448.5,10590.464285714286,10164.464285714286
d_1188,13130,8180,7573,2014-04-30,16390.85714285714,10578.5,10062.07142857143
d_1189,15529,9613,8717,2014-05-01,16396.785714285714,10571.07142857143,9965.535714285714
d_1190,17526,9785,11640,2014-05-02,16455.75,10570.25,10024.035714285714
d_1191,20320,12750,13472,2014-05-03,16450.14285714286,10584.642857142857,10006.892857142857
d_1192,20749,12721,11669,2014-05-04,16415.821428571428,10558.285714285714,9937.17857142857
d_1193,16144,10193,9483,2014-05-05,16382.75,10544.82142857143,9956.07142857143
d_1194,14777,9793,9041,2014-05-06,16333.642857142857,10578.142857142857,9913.392857142857
d_1195,14104,9946,8096,2014-05-07,16281.82142857143,10599.57142857143,9834.392857142857
d_1196,14204,8270,9345,2014-05-08,16245.285714285714,10566.285714285714,9860.67857142857
d_1197,15828,9628,10907,2014-05-09,16235.214285714286,10520.857142857143,9842.035714285714
d_1198,18744,11929,12170,2014-05-10,16233.57142857143,10488.67857142857,9757.57142857143
d_1199,16920,11763,9497,2014-05-11,16117.035714285714,10390.32142857143,9690.214285714286
d_1200,16283,10462,11177,2014-05-12,16162.42857142857,10418.82142857143,9693.857142857143
d_1201,14959,9361,9524,2014-05-13,16190.464285714286,10354.67857142857,9638.82142857143
d_1202,14079,8271,10467,2014-05-14,16167.714285714286,10293.5,9672.357142857143
d_1203,14051,9487,9984,2014-05-15,16146.25,10297.535714285714,9701.535714285714
d_1204,15216,9589,9784,2014-05-16,16089.17857142857,10223.285714285714,9678.714285714286
d_1205,17770,10745,11504,2014-05-17,15945.464285714286,10134.5,9632.642857142857
d_1206,19798,12388,10834,2014-05-18,15997.07142857143,10128.607142857143,9732.857142857143
d_1207,15056,9257,8001,2014-05-19,16019.82142857143,10127.32142857143,9735.964285714286
d_1208,13394,8724,7808,2014-05-20,15997.285714285714,10110.82142857143,9748.142857142857
d_1209,12930,8487,7666,2014-05-21,15972.285714285714,10094.964285714286,9740.642857142857
d_1210,13417,8693,8276,2014-05-22,15953.607142857143,10081.892857142857,9757.892857142857
d_1211,14824,9251,9350,2014-05-23,15969.07142857143,10060.17857142857,9764.07142857143
d_1212,16951,11174,10261,2014-05-24,15894.57142857143,10039.535714285714,9716.67857142857
d_1213,16360,10910,8695,2014-05-25,15748.357142857143,9987.357142857143,9648.107142857143
d_1214,16291,9167,8001,2014-05-26,15812.285714285714,9964.642857142857,9676.57142857143
d_1215,14005,7652,7255,2014-05-27,15834.25,9935.32142857143,9649.892857142857
d_1216,12549,8117,7443,2014-05-28,15813.5,9933.07142857143,9645.25
d_1217,12276,8064,7349,2014-05-29,15697.32142857143,9877.75,9596.392857142857
d_1218,14309,9816,9615,2014-05-30,15582.42857142857,9878.857142857143,9524.07142857143
d_1219,18204,11220,11268,2014-05-31,15506.857142857143,9824.214285714286,9445.357142857143
d_1220,20472,13215,10915,2014-06-01,15496.964285714286,9841.857142857143,9418.42857142857
d_1221,16617,10022,10673,2014-06-02,15513.857142857143,9835.75,9460.92857142857
d_1222,15777,10319,12261,2014-06-03,15549.57142857143,9854.535714285714,9575.92857142857
d_1223,14823,9038,9038,2014-06-04,15575.25,9822.107142857143,9609.57142857143
d_1224,15072,10599,9984,2014-06-05,15606.25,9905.285714285714,9632.392857142857
d_1225,15825,10304,11328,2014-06-06,15606.142857142857,9929.42857142857,9647.42857142857
d_1226,19146,13562,11639,2014-06-07,15620.5,9987.75,9628.464285714286
d_1227,19946,12848,12485,2014-06-08,15728.57142857143,10026.5,9735.17857142857
d_1228,17306,10082,10868,2014-06-09,15765.107142857143,10012.92857142857,9724.142857142857
d_1229,15188,9221,9249,2014-06-10,15773.285714285714,10007.92857142857,9714.32142857143
d_1230,14796,10173,9675,2014-06-11,15798.892857142857,10075.857142857143,9686.035714285714
d_1231,14461,9957,10659,2014-06-12,15813.535714285714,10092.642857142857,9710.142857142857
d_1232,16308,11609,10439,2014-06-13,15852.535714285714,10164.785714285714,9733.535714285714
d_1233,19564,12989,12431,2014-06-14,15916.607142857143,10244.92857142857,9766.642857142857
d_1234,17497,12908,12089,2014-06-15,15834.42857142857,10263.5,9811.464285714286
d_1235,15312,10574,9317,2014-06-16,15843.57142857143,10310.535714285714,9858.464285714286
d_1236,14678,9445,9419,2014-06-17,15889.42857142857,10336.285714285714,9916.0
d_1237,14835,8956,8478,2014-06-18,15957.464285714286,10353.035714285714,9945.0
d_1238,14750,9704,8666,2014-06-19,16005.07142857143,10389.142857142857,9958.92857142857
d_1239,16980,10646,10370,2014-06-20,16082.07142857143,10438.964285714286,9995.357142857143
d_1240,19216,12241,10963,2014-06-21,16162.964285714286,10477.07142857143,10020.42857142857
d_1241,19882,12386,10192,2014-06-22,16288.75,10529.785714285714,10073.892857142857
d_1242,15294,9271,8593,2014-06-23,16253.142857142857,10533.5,10095.035714285714
d_1243,14323,8416,7902,2014-06-24,16264.5,10560.785714285714,10118.142857142857
d_1244,13219,8097,7505,2014-06-25,16288.42857142857,10560.07142857143,10120.357142857143
d_1245,13530,8305,7521,2014-06-26,16333.214285714286,10568.67857142857,10126.5
d_1246,15378,9586,9114,2014-06-27,16371.392857142857,10560.464285714286,10108.607142857143
d_1247,18671,10959,10300,2014-06-28,16388.071428571428,10551.142857142857,10074.035714285714
d_1248,18929,11258,10024,2014-06-29,16332.964285714286,10481.25,10042.214285714286
d_1249,15686,9540,8223,2014-06-30,16299.714285714286,10464.035714285714,9954.714285714286
d_1250,16770,11118,9851,2014-07-01,16335.17857142857,10492.57142857143,9868.642857142857
d_1251,16289,9651,11929,2014-07-02,16387.535714285714,10514.464285714286,9971.892857142857
d_1252,20128,13209,13691,2014-07-03,16568.10714285714,10607.67857142857,10104.285714285714
d_1253,16997,11912,9684,2014-07-04,16609.964285714286,10665.107142857143,10045.57142857143
d_1254,17756,11458,11568,2014-07-05,16560.321428571428,10589.964285714286,10043.035714285714
d_1255,20262,12870,12358,2014-07-06,16571.60714285714,10590.75,10038.5
d_1256,17119,11382,9134,2014-07-07,16564.928571428572,10637.17857142857,9976.57142857143
d_1257,16206,9298,10944,2014-07-08,16601.285714285714,10639.92857142857,10037.107142857143
d_1258,15257,10827,11130,2014-07-09,16617.75,10663.285714285714,10089.07142857143
d_1259,16491,9653,9035,2014-07-10,16690.25,10652.42857142857,10031.07142857143
d_1260,16756,11569,11928,2014-07-11,16706.25,10651.0,10084.25
d_1261,19613,14084,13999,2014-07-12,16708.0,10690.107142857143,10140.25
d_1262,19244,13098,11333,2014-07-13,16770.39285714286,10696.892857142857,10113.25
d_1263,15330,10118,10833,2014-07-14,16771.035714285714,10680.607142857143,10167.392857142857
d_1264,14994,10154,10667,2014-07-15,16782.321428571428,10705.92857142857,10211.964285714286
d_1265,14533,9576,8902,2014-07-16,16771.535714285714,10728.07142857143,10227.107142857143
d_1266,14157,9184,9089,2014-07-17,16750.35714285714,10709.5,10242.214285714286
d_1267,16302,9925,10222,2014-07-18,16726.14285714286,10683.75,10236.92857142857
d_1268,18827,12202,11451,2014-07-19,16712.25,10682.357142857143,10254.357142857143
d_1269,19725,12309,10655,2014-07-20,16706.64285714286,10679.607142857143,10270.892857142857
d_1270,15208,9775,8468,2014-07-21,16703.571428571428,10697.607142857143,10266.42857142857
d_1271,13945,9201,8366,2014-07-22,16690.071428571428,10725.642857142857,10283.0
d_1272,14240,8882,7817,2014-07-23,16726.535714285714,10753.67857142857,10294.142857142857
d_1273,14214,8473,7838,2014-07-24,16750.964285714286,10759.67857142857,10305.464285714286
d_1274,15269,9807,8772,2014-07-25,16747.071428571428,10767.57142857143,10293.25
d_1275,17776,10663,10569,2014-07-26,16715.10714285714,10757.0,10302.857142857143
d_1276,20037,12348,9829,2014-07-27,16754.678571428572,10795.92857142857,10295.892857142857
d_1277,15315,9558,7759,2014-07-28,16741.428571428572,10796.57142857143,10279.32142857143
d_1278,14014,8732,7959,2014-07-29,16643.0,10711.357142857143,10211.75
d_1279,13916,8857,7561,2014-07-30,16558.25,10683.0,10055.75
d_1280,14501,8927,8412,2014-07-31,16357.285714285714,10530.07142857143,9867.214285714286
d_1281,18047,12993,12089,2014-08-01,16394.785714285714,10568.67857142857,9953.107142857143
d_1282,19978,12610,14423,2014-08-02,16474.14285714286,10609.82142857143,10055.07142857143
d_1283,21352,12974,13246,2014-08-03,16513.071428571428,10613.535714285714,10086.785714285714
d_1284,16516,10139,9144,2014-08-04,16491.535714285714,10569.142857142857,10087.142857142857
d_1285,15724,10208,10306,2014-08-05,16474.321428571428,10601.642857142857,10064.357142857143
d_1286,15077,9353,10117,2014-08-06,16467.89285714286,10549.0,10028.17857142857
d_1287,15574,10175,8828,2014-08-07,16435.14285714286,10567.642857142857,10020.785714285714
d_1288,16822,11208,10950,2014-08-08,16437.5,10554.75,9985.857142857143
d_1289,20235,12170,12853,2014-08-09,16459.714285714286,10486.392857142857,9944.92857142857
d_1290,20759,11607,10883,2014-08-10,16513.821428571428,10433.142857142857,9928.857142857143
d_1291,15419,10381,10322,2014-08-11,16517.0,10442.535714285714,9910.607142857143
d_1292,15041,10035,11596,2014-08-12,16518.678571428572,10438.285714285714,9943.785714285714
d_1293,14576,10380,9463,2014-08-13,16520.214285714286,10467.0,9963.82142857143
d_1294,14444,9619,10473,2014-08-14,16530.464285714286,10482.535714285714,10013.25
d_1295,15332,11024,11902,2014-08-15,16495.821428571428,10521.785714285714,10073.25
d_1296,19421,12542,12592,2014-08-16,16517.035714285714,10533.92857142857,10114.0
d_1297,21639,13221,11813,2014-08-17,16585.39285714286,10566.5,10155.357142857143
d_1298,16581,9851,8947,2014-08-18,16634.428571428572,10569.214285714286,10172.464285714286
d_1299,14344,9200,8415,2014-08-19,16648.678571428572,10569.17857142857,10174.214285714286
d_1300,13973,8931,8943,2014-08-20,16639.14285714286,10570.92857142857,10214.42857142857
d_1301,14062,9691,8646,2014-08-21,16633.714285714286,10614.42857142857,10243.285714285714
d_1302,16320,10897,9899,2014-08-22,16671.25,10653.357142857143,10283.535714285714
d_1303,20126,13257,11290,2014-08-23,16755.178571428572,10746.0,10309.285714285714
d_1304,21876,14391,11176,2014-08-24,16820.85714285714,10818.964285714286,10357.392857142857
d_1305,15022,10727,8918,2014-08-25,16810.39285714286,10860.714285714286,10398.785714285714
d_1306,13881,9367,8154,2014-08-26,16805.64285714286,10883.392857142857,10405.75
d_1307,13182,8281,8043,2014-08-27,16779.428571428572,10862.82142857143,10422.964285714286
d_1308,13328,8527,8121,2014-08-28,16737.535714285714,10848.535714285714,10412.57142857143
d_1309,15871,9444,12378,2014-08-29,16659.821428571428,10721.785714285714,10422.892857142857
d_1310,18717,12075,12445,2014-08-30,16614.785714285714,10702.67857142857,10352.25
