d,FOODS,HOBBIES,HOUSEHOLD,date,FOODS_rolling_28,HOUSEHOLD_rolling_28,HOBBIES_rolling_28
d_980,24442,3907,8985,2013-10-04,26386.571428571428,8575.892857142857,3417.714285714286
d_981,33455,4104,11218,2013-10-05,26348.071428571428,8603.607142857143,3470.535714285714
d_982,34435,4096,11357,2013-10-06,26249.821428571428,8635.67857142857,3470.5714285714284
d_983,25777,3262,7964,2013-10-07,26122.39285714286,8648.57142857143,3486.464285714286
d_984,24139,3310,7095,2013-10-08,26094.571428571428,8649.464285714286,3509.1428571428573
d_985,24914,3023,6809,2013-10-09,26044.60714285714,8641.82142857143,3515.0
d_986,23807,3358,6854,2013-10-10,25945.964285714286,8630.535714285714,3526.785714285714
d_987,26630,3492,7971,2013-10-11,25880.5,8609.535714285714,3510.464285714286
d_988,31913,4455,10213,2013-10-12,25791.535714285714,8591.67857142857,3524.964285714286
d_989,31863,4164,10316,2013-10-13,25649.178571428572,8564.607142857143,3529.1428571428573
d_990,25771,3472,7593,2013-10-14,25648.678571428572,8548.5,3547.9285714285716
d_991,23735,2892,6586,2013-10-15,25689.964285714286,8531.75,3546.3214285714284
d_992,22082,3262,7333,2013-10-16,25706.39285714286,8547.392857142857,3564.1071428571427
d_993,21028,3152,6358,2013-10-17,25711.785714285714,8516.142857142857,3579.785714285714
d_994,22782,3756,7799,2013-10-18,25671.464285714286,8477.714285714286,3589.1071428571427
d_995,27938,4242,9863,2013-10-19,25592.071428571428,8419.57142857143,3585.285714285714
d_996,29137,4211,10004,2013-10-20,25523.285714285714,8377.75,3593.8214285714284
d_997,21483,3059,7317,2013-10-21,25491.25,8383.32142857143,3587.25
d_998,19129,3236,6592,2013-10-22,25415.821428571428,8377.82142857143,3592.9285714285716
d_999,19365,3572,6588,2013-10-23,25384.5,8371.32142857143,3615.25
d_1000,19276,3235,6749,2013-10-24,25332.464285714286,8362.75,3626.285714285714
d_1001,22628,3476,7773,2013-10-25,25300.89285714286,8338.5,3624.0714285714284
d_1002,27956,4571,9927,2013-10-26,25247.428571428572,8318.857142857143,3626.214285714286
d_1003,26978,4066,9621,2013-10-27,25141.5,8289.607142857143,3628.1428571428573
d_1004,21653,3273,7132,2013-10-28,25141.75,8261.714285714286,3625.964285714286
d_1005,19904,3198,6427,2013-10-29,25002.85714285714,8160.821428571428,3608.5714285714284
d_1006,21171,3394,6571,2013-10-30,24942.964285714286,8123.857142857143,3606.714285714286
d_1007,18964,2588,5482,2013-10-31,24726.964285714286,8017.75,3565.214285714286
d_1008,25460,4337,9930,2013-11-01,24763.321428571428,8051.5,3580.5714285714284
d_1009,31225,4350,11518,2013-11-02,24683.678571428572,8062.214285714285,3589.3571428571427
d_1010,33754,4429,10190,2013-11-03,24659.35714285714,8020.535714285715,3601.25
d_1011,22912,3014,7046,2013-11-04,24557.035714285714,7987.75,3592.3928571428573
d_1012,24026,3178,6883,2013-11-05,24553.0,7980.178571428572,3587.6785714285716
d_1013,23798,2982,6250,2013-11-06,24513.14285714286,7960.214285714285,3586.214285714286
d_1014,22136,3250,6567,2013-11-07,24453.464285714286,7949.964285714285,3582.3571428571427
d_1015,24859,3208,7393,2013-11-08,24390.214285714286,7929.321428571428,3572.214285714286
d_1016,31660,4227,9830,2013-11-09,24381.178571428572,7915.642857142857,3564.0714285714284
d_1017,29899,4065,9941,2013-11-10,24311.035714285714,7902.25,3560.535714285714
d_1018,26128,3202,7066,2013-11-11,24323.785714285714,7883.428571428572,3550.8928571428573
d_1019,23272,3063,5940,2013-11-12,24307.25,7860.357142857143,3557.0
d_1020,20371,3034,5850,2013-11-13,24246.14285714286,7807.392857142857,3548.8571428571427
d_1021,20322,3325,5821,2013-11-14,24220.928571428572,7788.214285714285,3555.035714285714
d_1022,24493,3898,7384,2013-11-15,24282.035714285714,7773.392857142857,3560.1071428571427
d_1023,29763,4446,10378,2013-11-16,24347.214285714286,7791.785714285715,3567.3928571428573
d_1024,28723,3969,9897,2013-11-17,24332.428571428572,7787.964285714285,3558.75
d_1025,21947,3286,6877,2013-11-18,24349.0,7772.25,3566.8571428571427
d_1026,19297,3277,5948,2013-11-19,24355.0,7749.25,3568.3214285714284
d_1027,18414,3296,6205,2013-11-20,24321.035714285714,7735.571428571428,3558.464285714286
d_1028,19361,3052,6286,2013-11-21,24324.071428571428,7719.035714285715,3551.9285714285716
d_1029,21528,3742,7593,2013-11-22,24284.785714285714,7712.607142857143,3561.4285714285716
d_1030,26150,4127,9770,2013-11-23,24220.285714285714,7707.0,3545.5714285714284
d_1031,24928,4243,9275,2013-11-24,24147.071428571428,7694.642857142857,3551.8928571428573
d_1032,19210,3205,6230,2013-11-25,24059.821428571428,7662.428571428572,3549.464285714286
d_1033,21251,3347,6695,2013-11-26,24107.928571428572,7672.0,3554.785714285714
d_1034,25127,3593,7419,2013-11-27,24249.214285714286,7702.285714285715,3561.8928571428573
d_1035,14419,1424,3996,2013-11-28,24086.89285714286,7649.214285714285,3520.3214285714284
d_1036,15937,2704,7432,2013-11-29,23746.785714285714,7560.0,3462.0
d_1037,19287,3604,8655,2013-11-30,23320.428571428572,7457.75,3435.3571428571427
d_1038,25392,3921,8874,2013-12-01,23021.785714285714,7410.75,3417.214285714286
d_1039,26047,3645,7395,2013-12-02,23133.75,7423.214285714285,3439.75
d_1040,26438,3934,7652,2013-12-03,23219.89285714286,7450.678571428572,3466.75
d_1041,21925,3426,6168,2013-12-04,23153.0,7447.75,3482.6071428571427
d_1042,24432,3590,7129,2013-12-05,23235.0,7467.821428571428,3494.75
d_1043,25910,3667,7322,2013-12-06,23272.535714285714,7465.285714285715,3511.1428571428573
d_1044,31504,4133,8813,2013-12-07,23266.964285714286,7428.964285714285,3507.785714285714
d_1045,28556,3666,8202,2013-12-08,23219.0,7366.857142857143,3493.535714285714
d_1046,24558,3092,6003,2013-12-09,23162.928571428572,7328.892857142857,3489.6071428571427
d_1047,22078,3288,6056,2013-12-10,23120.285714285714,7333.035714285715,3497.6428571428573
d_1048,22275,2877,5759,2013-12-11,23188.285714285714,7329.785714285715,3492.035714285714
d_1049,22776,3284,5609,2013-12-12,23275.928571428572,7322.214285714285,3490.5714285714284
d_1050,25283,3881,6999,2013-12-13,23304.14285714286,7308.464285714285,3489.964285714286
d_1051,28481,4114,8933,2013-12-14,23258.35714285714,7256.857142857143,3478.1071428571427
d_1052,30129,3673,9295,2013-12-15,23308.571428571428,7235.357142857143,3467.535714285714
d_1053,22834,3277,6363,2013-12-16,23340.25,7217.0,3467.214285714286
d_1054,21308,3130,5900,2013-12-17,23412.071428571428,7215.285714285715,3461.964285714286
d_1055,21815,3829,6048,2013-12-18,23533.535714285714,7209.678571428572,3481.0
d_1056,22707,3403,6301,2013-12-19,23653.035714285714,7210.214285714285,3493.535714285714
d_1057,21926,3609,6588,2013-12-20,23667.25,7174.321428571428,3488.785714285714
d_1058,27088,4507,8879,2013-12-21,23700.75,7142.5,3502.3571428571427
d_1059,23377,3709,7829,2013-12-22,23645.35714285714,7090.857142857143,3483.285714285714
d_1060,24675,3552,7062,2013-12-23,23840.535714285714,7120.571428571428,3495.6785714285716
d_1061,22944,2722,5411,2013-12-24,23901.0,7074.714285714285,3473.3571428571427
d_1062,20,0,0,2013-12-25,23004.321428571428,6809.75,3345.035714285714
d_1063,21267,3646,7814,2013-12-26,23248.89285714286,6946.107142857143,3424.3928571428573
d_1064,21485,3833,7777,2013-12-27,23447.035714285714,6958.428571428572,3464.714285714286
d_1065,23964,3645,8881,2013-12-28,23614.071428571428,6966.5,3466.1785714285716
d_1066,23246,3251,7624,2013-12-29,23537.428571428572,6921.857142857143,3442.25
d_1067,22107,3327,6859,2013-12-30,23396.714285714286,6902.714285714285,3430.8928571428573
d_1068,25746,2804,6261,2013-12-31,23372.0,6853.035714285715,3390.535714285714
d_1069,16959,2038,4848,2014-01-01,23194.64285714286,6805.892857142857,3340.964285714286
d_1070,22152,3633,6868,2014-01-02,23113.214285714286,6796.571428571428,3342.5
d_1071,26981,3985,7904,2014-01-03,23151.464285714286,6817.357142857143,3353.8571428571427
d_1072,30889,4329,9398,2014-01-04,23129.5,6838.25,3360.8571428571427
d_1073,33305,3707,8290,2014-01-05,23299.10714285714,6841.392857142857,3362.3214285714284
d_1074,23856,2922,5634,2014-01-06,23274.035714285714,6828.214285714285,3356.25
d_1075,22468,2845,5639,2014-01-07,23287.964285714286,6813.321428571428,3340.4285714285716
d_1076,23783,3073,6117,2014-01-08,23341.821428571428,6826.107142857143,3347.4285714285716
d_1077,24079,3165,5953,2014-01-09,23388.35714285714,6838.392857142857,3343.1785714285716
d_1078,22462,3147,7157,2014-01-10,23287.60714285714,6844.035714285715,3316.964285714286
d_1079,33828,4205,9765,2014-01-11,23478.571428571428,6873.75,3320.214285714286
d_1080,34073,3815,8970,2014-01-12,23619.428571428572,6862.142857142857,3325.285714285714
d_1081,23707,3501,6506,2014-01-13,23650.60714285714,6867.25,3333.285714285714
d_1082,21919,2775,5529,2014-01-14,23672.428571428572,6854.0,3320.6071428571427
d_1083,22549,3002,6028,2014-01-15,23698.64285714286,6853.285714285715,3291.0714285714284
d_1084,22212,2863,6115,2014-01-16,23680.964285714286,6846.642857142857,3271.785714285714
d_1085,24220,3787,7233,2014-01-17,23762.89285714286,6869.678571428572,3278.1428571428573
d_1086,29444,4285,9504,2014-01-18,23847.035714285714,6892.0,3270.214285714286
d_1087,27821,3635,8971,2014-01-19,24005.75,6932.785714285715,3267.5714285714284
d_1088,22041,3268,7397,2014-01-20,23911.678571428572,6944.75,3257.4285714285716
d_1089,19150,2687,6017,2014-01-21,23776.178571428572,6966.392857142857,3256.1785714285716
d_1090,18956,3310,5931,2014-01-22,24452.464285714286,7178.214285714285,3374.3928571428573
d_1091,17900,2741,5603,2014-01-23,24332.214285714286,7099.25,3342.0714285714284
d_1092,21392,3008,6488,2014-01-24,24328.89285714286,7053.214285714285,3312.6071428571427
d_1093,27315,3972,9242,2014-01-25,24448.571428571428,7066.107142857143,3324.285714285714
d_1094,27873,3798,8526,2014-01-26,24613.821428571428,7098.321428571428,3343.8214285714284
d_1095,20830,3147,6083,2014-01-27,24568.214285714286,7070.607142857143,3337.3928571428573
d_1096,16722,2253,5025,2014-01-28,24245.928571428572,7026.464285714285,3317.714285714286
d_1097,17223,2474,5286,2014-01-29,24255.35714285714,7042.107142857143,3333.285714285714
d_1098,18047,3062,5908,2014-01-30,24108.75,7007.821428571428,3312.8928571428573
d_1099,23319,4375,8795,2014-01-31,23977.964285714286,7039.642857142857,3326.8214285714284
d_1100,30569,4261,10503,2014-02-01,23966.535714285714,7079.107142857143,3324.3928571428573
d_1101,31405,3506,8986,2014-02-02,23898.678571428572,7103.964285714285,3317.214285714286
d_1102,26133,3558,7603,2014-02-03,23980.0,7174.285714285715,3339.9285714285716
d_1103,20953,3254,6370,2014-02-04,23925.89285714286,7200.392857142857,3354.535714285714
d_1104,22514,3011,6151,2014-02-05,23880.571428571428,7201.607142857143,3352.3214285714284
d_1105,23162,3112,6115,2014-02-06,23847.821428571428,7207.392857142857,3350.4285714285716
d_1106,23379,3483,7393,2014-02-07,23880.571428571428,7215.821428571428,3362.4285714285716
d_1107,31534,4365,11209,2014-02-08,23798.64285714286,7267.392857142857,3368.1428571428573
d_1108,33181,3555,11304,2014-02-09,23766.785714285714,7350.75,3358.8571428571427
d_1109,22641,2893,7613,2014-02-10,23728.714285714286,7390.285714285715,3337.1428571428573
d_1110,23211,3092,7230,2014-02-11,23774.85714285714,7451.035714285715,3348.464285714286
d_1111,25428,3182,8128,2014-02-12,23877.678571428572,7526.035714285715,3354.8928571428573
d_1112,26663,2989,7831,2014-02-13,24036.64285714286,7587.321428571428,3359.3928571428573
d_1113,23402,3148,7360,2014-02-14,24007.428571428572,7591.857142857143,3336.5714285714284
d_1114,29255,4291,11419,2014-02-15,24000.678571428572,7660.25,3336.785714285714
d_1115,29007,3536,11289,2014-02-16,24043.035714285714,7743.035714285715,3333.25
d_1116,22424,3015,9118,2014-02-17,24056.714285714286,7804.5,3324.214285714286
d_1117,20341,2768,7601,2014-02-18,24099.25,7861.071428571428,3327.1071428571427
d_1118,20114,2681,7616,2014-02-19,24140.60714285714,7921.25,3304.6428571428573
d_1119,19239,2914,7550,2014-02-20,24188.428571428572,7990.785714285715,3310.8214285714284
d_1120,21484,3261,8581,2014-02-21,24191.714285714286,8065.535714285715,3319.8571428571427
d_1121,26444,3910,11134,2014-02-22,24160.60714285714,8133.107142857143,3317.6428571428573
d_1122,29427,3589,11411,2014-02-23,24216.10714285714,8236.142857142857,3310.1785714285716
d_1123,21331,2913,7553,2014-02-24,24234.0,8288.642857142857,3301.8214285714284
d_1124,19748,2959,7018,2014-02-25,24342.071428571428,8359.82142857143,3327.035714285714
d_1125,17286,2696,6369,2014-02-26,24344.321428571428,8398.5,3334.964285714286
d_1126,18947,2728,7215,2014-02-27,24376.464285714286,8445.17857142857,3323.035714285714
d_1127,22126,3314,8758,2014-02-28,24333.85714285714,8443.857142857143,3285.1428571428573
d_1128,29437,4261,11798,2014-03-01,24293.428571428572,8490.107142857143,3285.1428571428573
d_1129,31375,4007,11395,2014-03-02,24292.35714285714,8576.142857142857,3303.035714285714
d_1130,25177,3418,8606,2014-03-03,24258.214285714286,8611.964285714286,3298.035714285714
d_1131,20444,2675,6947,2014-03-04,24240.035714285714,8632.57142857143,3277.3571428571427
d_1132,21778,2756,6744,2014-03-05,24213.75,8653.75,3268.25
d_1133,22628,3166,6868,2014-03-06,24194.678571428572,8680.642857142857,3270.1785714285716
d_1134,23732,3246,7886,2014-03-07,24207.285714285714,8698.25,3261.714285714286
d_1135,28904,3967,10614,2014-03-08,24113.35714285714,8677.0,3247.5
d_1136,35651,3678,10761,2014-03-09,24201.571428571428,8657.607142857143,3251.8928571428573
d_1137,26372,3011,8123,2014-03-10,24334.821428571428,8675.82142857143,3256.1071428571427
d_1138,24913,2581,7073,2014-03-11,24395.60714285714,8670.214285714286,3237.8571428571427
d_1139,24854,3050,7038,2014-03-12,24375.10714285714,8631.285714285714,3233.1428571428573
d_1140,23146,2842,7096,2014-03-13,24249.5,8605.035714285714,3227.8928571428573
d_1141,25471,3486,7989,2014-03-14,24323.39285714286,8627.5,3239.964285714286
d_1142,30233,3880,10595,2014-03-15,24358.321428571428,8598.07142857143,3225.285714285714
d_1143,30777,3766,10833,2014-03-16,24421.535714285714,8581.785714285714,3233.5
d_1144,21828,2952,7304,2014-03-17,24400.25,8517.0,3231.25
d_1145,20277,2772,7046,2014-03-18,24397.964285714286,8497.17857142857,3231.3928571428573
d_1146,19778,2745,6861,2014-03-19,24385.964285714286,8470.214285714286,3233.6785714285716
d_1147,19783,2565,6461,2014-03-20,24405.39285714286,8431.32142857143,3221.214285714286
d_1148,22445,3093,7664,2014-03-21,24439.714285714286,8398.57142857143,3215.214285714286
d_1149,27474,3970,9997,2014-03-22,24476.5,8357.964285714286,3217.3571428571427
d_1150,30010,3828,10333,2014-03-23,24497.321428571428,8319.464285714286,3225.8928571428573
d_1151,21814,2817,7212,2014-03-24,24514.571428571428,8307.285714285714,3222.464285714286
d_1152,19589,2445,6432,2014-03-25,24508.89285714286,8286.357142857143,3204.1071428571427
d_1153,18365,2735,5914,2014-03-26,24547.428571428572,8270.107142857143,3205.5
d_1154,20291,3102,6817,2014-03-27,24595.428571428572,8255.892857142857,3218.8571428571427
d_1155,22065,3212,7641,2014-03-28,24593.25,8216.0,3215.214285714286
d_1156,27277,3926,9990,2014-03-29,24516.10714285714,8151.428571428572,3203.25
d_1157,29286,3683,10187,2014-03-30,24441.5,8108.285714285715,3191.6785714285716
d_1158,20559,2930,7183,2014-03-31,24276.571428571428,8057.464285714285,3174.25
d_1159,22367,3100,8241,2014-04-01,24345.25,8103.678571428572,3189.4285714285716
d_1160,23418,2854,7427,2014-04-02,24403.821428571428,8128.071428571428,3192.9285714285716
d_1161,25406,3178,8020,2014-04-03,24503.035714285714,8169.214285714285,3193.3571428571427
d_1162,24541,3218,7926,2014-04-04,24531.928571428572,8170.642857142857,3192.3571428571427
d_1163,32344,3963,10469,2014-04-05,24654.785714285714,8165.464285714285,3192.214285714286
d_1164,35030,3548,10212,2014-04-06,24632.60714285714,8145.857142857143,3187.5714285714284
d_1165,26183,2992,7419,2014-04-07,24625.85714285714,8120.714285714285,3186.8928571428573
d_1166,25383,2731,7134,2014-04-08,24642.64285714286,8122.892857142857,3192.25
d_1167,25785,2881,6543,2014-04-09,24675.89285714286,8105.214285714285,3186.214285714286
d_1168,23049,2765,7224,2014-04-10,24672.428571428572,8109.785714285715,3183.464285714286
d_1169,26533,3447,8459,2014-04-11,24710.35714285714,8126.571428571428,3182.0714285714284
d_1170,32082,3821,10252,2014-04-12,24776.39285714286,8114.321428571428,3179.964285714286
d_1171,32339,3497,10247,2014-04-13,24832.178571428572,8093.392857142857,3170.3571428571427
d_1172,25187,2723,7841,2014-04-14,24952.14285714286,8112.571428571428,3162.1785714285716
d_1173,26054,2844,7498,2014-04-15,25158.464285714286,8128.714285714285,3164.75
d_1174,23936,2873,7419,2014-04-16,25306.964285714286,8148.642857142857,3169.3214285714284
d_1175,23347,2953,6893,2014-04-17,25434.25,8164.071428571428,3183.1785714285716
d_1176,27116,3385,8404,2014-04-18,25601.071428571428,8190.5,3193.6071428571427
d_1177,33915,4210,9694,2014-04-19,25831.10714285714,8179.678571428572,3202.1785714285716
d_1178,28310,2990,7634,2014-04-20,25770.39285714286,8083.285714285715,3172.25
d_1179,21512,2961,7153,2014-04-21,25759.60714285714,8081.178571428572,3177.3928571428573
d_1180,20729,2991,6958,2014-04-22,25800.321428571428,8099.964285714285,3196.8928571428573
d_1181,20706,3165,6566,2014-04-23,25883.928571428572,8123.25,3212.25
d_1182,20830,3106,6856,2014-04-24,25903.178571428572,8124.642857142857,3212.3928571428573
d_1183,23074,3151,7202,2014-04-25,25939.214285714286,8108.964285714285,3210.214285714286
d_1184,28761,4018,9598,2014-04-26,25992.214285714286,8094.964285714285,3213.5
d_1185,29977,3399,10064,2014-04-27,26016.89285714286,8090.571428571428,3203.3571428571427
d_1186,21699,2735,7074,2014-04-28,26057.60714285714,8086.678571428572,3196.3928571428573
d_1187,20737,2634,6494,2014-04-29,25999.39285714286,8024.285714285715,3179.75
d_1188,19469,2677,6737,2014-04-30,25858.35714285714,7999.642857142857,3173.4285714285716
d_1189,22866,2944,8049,2014-05-01,25767.64285714286,8000.678571428572,3165.0714285714284
d_1190,26782,3498,8671,2014-05-02,25847.678571428572,8027.285714285715,3175.0714285714284
d_1191,31830,4079,10633,2014-05-03,25829.321428571428,8033.142857142857,3179.214285714286
d_1192,31271,3727,10141,2014-05-04,25695.071428571428,8030.607142857143,3185.6071428571427
d_1193,25077,2938,7805,2014-05-05,25655.571428571428,8044.392857142857,3183.6785714285716
d_1194,23661,2838,7112,2014-05-06,25594.071428571428,8043.607142857143,3187.5
d_1195,22628,2921,6597,2014-05-07,25481.321428571428,8045.535714285715,3188.9285714285716
d_1196,22511,2957,6351,2014-05-08,25462.10714285714,8014.357142857143,3195.785714285714
d_1197,25546,3343,7474,2014-05-09,25426.85714285714,7979.178571428572,3192.0714285714284
d_1198,30074,3910,8859,2014-05-10,25355.14285714286,7929.428571428572,3195.25
d_1199,27298,3361,7521,2014-05-11,25175.10714285714,7832.071428571428,3190.3928571428573
d_1200,27812,2787,7323,2014-05-12,25268.85714285714,7813.571428571428,3192.6785714285716
d_1201,24218,2995,6631,2014-05-13,25203.285714285714,7782.607142857143,3198.0714285714284
d_1202,23780,2752,6285,2014-05-14,25197.714285714286,7742.107142857143,3193.75
d_1203,24173,2838,6511,2014-05-15,25227.214285714286,7728.464285714285,3189.6428571428573
d_1204,23449,3315,7825,2014-05-16,25096.25,7707.785714285715,3187.1428571428573
d_1205,26750,3802,9467,2014-05-17,24840.35714285714,7699.678571428572,3172.5714285714284
d_1206,29904,3784,9332,2014-05-18,24897.285714285714,7760.321428571428,3200.9285714285716
d_1207,22296,3004,7014,2014-05-19,24925.285714285714,7755.357142857143,3202.464285714286
d_1208,20432,3015,6479,2014-05-20,24914.678571428572,7738.25,3203.3214285714284
d_1209,20041,2867,6175,2014-05-21,24890.928571428572,7724.285714285715,3192.6785714285716
d_1210,21061,2987,6338,2014-05-22,24899.178571428572,7705.785714285715,3188.4285714285716
d_1211,22806,3349,7270,2014-05-23,24889.60714285714,7708.214285714285,3195.5
d_1212,26077,3584,8725,2014-05-24,24793.75,7677.035714285715,3180.0
d_1213,24953,3292,7720,2014-05-25,24614.321428571428,7593.321428571428,3176.1785714285716
d_1214,23030,2845,7584,2014-05-26,24661.85714285714,7611.535714285715,3180.1071428571427
d_1215,19258,2998,6656,2014-05-27,24609.035714285714,7617.321428571428,3193.1071428571427
d_1216,18649,2909,6551,2014-05-28,24579.75,7610.678571428572,3201.3928571428573
d_1217,18571,2714,6404,2014-05-29,24426.35714285714,7551.928571428572,3193.1785714285716
d_1218,21978,3633,8129,2014-05-30,24254.785714285714,7532.571428571428,3198.0
d_1219,27013,3832,9847,2014-05-31,24082.75,7504.5,3189.1785714285716
d_1220,30257,4128,10217,2014-06-01,24046.535714285714,7507.214285714285,3203.5
d_1221,25930,3199,8183,2014-06-02,24077.0,7520.714285714285,3212.8214285714284
d_1222,26780,3524,8053,2014-06-03,24188.39285714286,7554.321428571428,3237.3214285714284
d_1223,22674,3108,7117,2014-06-04,24190.035714285714,7572.892857142857,3244.0
d_1224,25235,3071,7349,2014-06-05,24287.321428571428,7608.535714285715,3248.0714285714284
d_1225,26546,3214,7697,2014-06-06,24323.035714285714,7616.5,3243.464285714286
d_1226,30926,3759,9662,2014-06-07,24353.464285714286,7645.178571428572,3238.0714285714284
d_1227,32366,3641,9272,2014-06-08,24534.464285714286,7707.714285714285,3248.0714285714284
d_1228,28106,2798,7352,2014-06-09,24544.964285714286,7708.75,3248.464285714286
d_1229,23602,2984,7072,2014-06-10,24522.964285714286,7724.5,3248.0714285714284
d_1230,25260,2896,6488,2014-06-11,24575.821428571428,7731.75,3253.214285714286
d_1231,25386,3157,6534,2014-06-12,24619.14285714286,7732.571428571428,3264.6071428571427
d_1232,27105,3540,7711,2014-06-13,24749.714285714286,7728.5,3272.6428571428573
d_1233,32069,3950,8965,2014-06-14,24939.678571428572,7710.571428571428,3277.9285714285716
d_1234,31111,3276,8107,2014-06-15,24982.785714285714,7666.821428571428,3259.785714285714
d_1235,24640,3177,7386,2014-06-16,25066.5,7680.107142857143,3265.964285714286
d_1236,23438,2990,7114,2014-06-17,25173.85714285714,7702.785714285715,3265.0714285714284
d_1237,22674,2974,6621,2014-06-18,25267.89285714286,7718.714285714285,3268.8928571428573
d_1238,23023,2899,7198,2014-06-19,25337.964285714286,7749.428571428572,3265.75
d_1239,26120,3423,8453,2014-06-20,25456.321428571428,7791.678571428572,3268.3928571428573
d_1240,28669,4083,9668,2014-06-21,25548.89285714286,7825.357142857143,3286.214285714286
d_1241,29067,3612,9781,2014-06-22,25695.821428571428,7898.964285714285,3297.6428571428573
d_1242,22832,3180,7146,2014-06-23,25688.75,7883.321428571428,3309.6071428571427
d_1243,20933,2924,6784,2014-06-24,25748.571428571428,7887.892857142857,3306.964285714286
d_1244,19372,2806,6643,2014-06-25,25774.39285714286,7891.178571428572,3303.285714285714
d_1245,19671,2803,6882,2014-06-26,25813.678571428572,7908.25,3306.464285714286
d_1246,22605,3572,7901,2014-06-27,25836.071428571428,7900.107142857143,3304.285714285714
d_1247,26545,3709,9676,2014-06-28,25819.35714285714,7894.0,3299.8928571428573
d_1248,27798,3513,8900,2014-06-29,25731.535714285714,7846.964285714285,3277.9285714285716
d_1249,22767,3105,7577,2014-06-30,25618.571428571428,7825.321428571428,3274.5714285714284
d_1250,25368,3478,8893,2014-07-01,25568.14285714286,7855.321428571428,3272.9285714285716
d_1251,26627,3264,7978,2014-07-02,25709.321428571428,7886.071428571428,3278.5
d_1252,33512,4041,9475,2014-07-03,26004.928571428572,7962.0,3313.1428571428573
d_1253,28079,2983,7531,2014-07-04,26059.678571428572,7956.071428571428,3304.8928571428573
d_1254,28344,3466,8972,2014-07-05,25967.464285714286,7931.428571428572,3294.4285714285716
d_1255,32381,3629,9480,2014-07-06,25968.0,7938.857142857143,3294.0
d_1256,26648,2918,8069,2014-07-07,25915.928571428572,7964.464285714285,3298.285714285714
d_1257,26138,2966,7344,2014-07-08,26006.5,7974.178571428572,3297.6428571428573
d_1258,27032,2856,7326,2014-07-09,26069.785714285714,8004.107142857143,3296.214285714286
d_1259,25171,2864,7144,2014-07-10,26062.10714285714,8025.892857142857,3285.75
d_1260,28959,3197,8097,2014-07-11,26128.321428571428,8039.678571428572,3273.5
d_1261,33824,3876,9996,2014-07-12,26191.0,8076.5,3270.8571428571427
d_1262,30968,3488,9219,2014-07-13,26185.89285714286,8116.214285714285,3278.4285714285716
d_1263,25885,2976,7420,2014-07-14,26230.35714285714,8117.428571428572,3271.25
d_1264,25642,2869,7304,2014-07-15,26309.071428571428,8124.214285714285,3266.9285714285716
d_1265,22519,3238,7254,2014-07-16,26303.535714285714,8146.821428571428,3276.3571428571427
d_1266,22267,2851,7312,2014-07-17,26276.535714285714,8150.892857142857,3274.6428571428573
d_1267,24546,3339,8564,2014-07-18,26220.321428571428,8154.857142857143,3271.6428571428573
d_1268,28496,3807,10177,2014-07-19,26214.14285714286,8173.035714285715,3261.785714285714
d_1269,29167,3567,9955,2014-07-20,26217.714285714286,8179.25,3260.1785714285716
d_1270,22955,2789,7707,2014-07-21,26222.10714285714,8199.285714285714,3246.214285714286
d_1271,21800,2752,6960,2014-07-22,26253.071428571428,8205.57142857143,3240.0714285714284
d_1272,21138,2742,7059,2014-07-23,26316.14285714286,8220.42857142857,3237.785714285714
d_1273,21227,2627,6671,2014-07-24,26371.714285714286,8212.892857142857,3231.5
d_1274,23070,3136,7642,2014-07-25,26388.321428571428,8203.642857142857,3215.9285714285716
d_1275,26184,3523,9301,2014-07-26,26375.428571428572,8190.25,3209.285714285714
d_1276,28634,3577,10003,2014-07-27,26405.285714285714,8229.642857142857,3211.5714285714284
d_1277,22052,2794,7786,2014-07-28,26379.75,8237.107142857143,3200.464285714286
d_1278,20932,2740,7033,2014-07-29,26221.321428571428,8170.678571428572,3174.1071428571427
d_1279,20748,2675,6911,2014-07-30,26011.35714285714,8132.571428571428,3153.0714285714284
d_1280,21259,3038,7543,2014-07-31,25573.75,8063.571428571428,3117.25
d_1281,28538,4122,10469,2014-08-01,25590.14285714286,8168.5,3157.9285714285716
d_1282,32037,4074,10900,2014-08-02,25722.035714285714,8237.357142857143,3179.6428571428573
d_1283,33206,3977,10389,2014-08-03,25751.5,8269.82142857143,3192.0714285714284
d_1284,24910,3040,7849,2014-08-04,25689.428571428572,8261.964285714286,3196.4285714285716
d_1285,25876,2794,7568,2014-08-05,25680.071428571428,8269.964285714286,3190.285714285714
d_1286,24627,2894,7026,2014-08-06,25594.178571428572,8259.25,3191.6428571428573
d_1287,24418,2972,7187,2014-08-07,25567.285714285714,8260.785714285714,3195.5
d_1288,27082,3056,8842,2014-08-08,25500.25,8287.392857142857,3190.464285714286
d_1289,31427,3604,10227,2014-08-09,25414.64285714286,8295.642857142857,3180.75
d_1290,29660,3576,10013,2014-08-10,25367.928571428572,8324.0,3183.8928571428573
d_1291,25554,2823,7745,2014-08-11,25356.10714285714,8335.607142857143,3178.4285714285716
d_1292,25925,3134,7613,2014-08-12,25366.214285714286,8346.642857142857,3187.8928571428573
d_1293,24240,2775,7404,2014-08-13,25427.678571428572,8352.0,3171.3571428571427
d_1294,24299,2958,7279,2014-08-14,25500.25,8350.82142857143,3175.1785714285716
d_1295,26603,3247,8408,2014-08-15,25573.714285714286,8345.25,3171.8928571428573
