d,CA_1,CA_2,CA_3,CA_4,TX_1,TX_2,TX_3,WI_1,WI_2,WI_3,date,CA_1_rolling_28,CA_2_rolling_28,CA_3_rolling_28,CA_4_rolling_28,TX_1_rolling_28,TX_2_rolling_28,TX_3_rolling_28,WI_1_rolling_28,WI_2_rolling_28,WI_3_rolling_28
d_1708,5145,4600,6515,2522,3323,3902,4105,3998,5988,4278,2015-10-02,4542.928571428572,4160.642857142857,6614.25,2526.035714285714,3156.214285714286,3849.464285714286,3724.6071428571427,3429.6428571428573,4457.428571428572,3450.6428571428573
d_1709,6433,6080,8592,3181,3868,5058,4696,5027,6413,5339,2015-10-03,4567.071428571428,4186.0,6657.607142857143,2550.75,3157.6428571428573,3875.0714285714284,3734.464285714286,3457.9285714285716,4488.25,3494.214285714286
d_1710,6668,6199,8674,3188,4053,4998,4881,4320,5283,4631,2015-10-04,4609.642857142857,4222.178571428572,6716.464285714285,2585.6785714285716,3166.6071428571427,3904.8214285714284,3759.964285714286,3478.785714285714,4491.607142857143,3506.3571428571427
d_1711,4847,3747,7246,2671,3178,3942,4364,3225,5370,3884,2015-10-05,4581.464285714285,4175.821428571428,6695.714285714285,2585.25,3150.8571428571427,3872.3571428571427,3762.1071428571427,3466.964285714286,4528.464285714285,3505.6785714285716
d_1712,4138,3375,6284,2366,3138,3668,3957,3061,5184,3684,2015-10-06,4582.607142857143,4181.928571428572,6681.357142857143,2580.035714285714,3170.714285714286,3886.3214285714284,3781.3214285714284,3481.3571428571427,4548.25,3526.714285714286
d_1713,3956,3175,6160,2506,2851,3411,3886,2768,4047,3127,2015-10-07,4587.714285714285,4173.571428571428,6660.357142857143,2584.6071428571427,3166.5,3893.3214285714284,3798.0,3466.6785714285716,4494.464285714285,3516.285714285714
d_1714,3992,3456,5916,2498,2512,3559,3888,3297,5314,3387,2015-10-08,4592.964285714285,4174.035714285715,6638.142857142857,2582.4285714285716,3162.6071428571427,3910.9285714285716,3822.285714285714,3477.6785714285716,4528.464285714285,3527.8928571428573
d_1715,4748,4388,6812,2538,3230,4251,3841,4186,5290,4311,2015-10-09,4606.107142857143,4189.857142857143,6652.285714285715,2585.1428571428573,3171.714285714286,3937.4285714285716,3831.1428571428573,3490.3214285714284,4521.607142857143,3550.0
d_1716,5923,5657,7767,2737,3736,4305,4487,4799,4979,4397,2015-10-10,4622.392857142857,4187.535714285715,6658.5,2582.9285714285716,3173.285714285714,3912.5714285714284,3832.5,3491.535714285714,4482.642857142857,3544.714285714286
d_1717,6025,6071,6283,2950,4227,4977,4794,4262,5475,4640,2015-10-11,4621.428571428572,4200.0,6568.107142857143,2582.4285714285716,3172.285714285714,3907.3214285714284,3827.785714285714,3494.714285714286,4500.75,3555.3571428571427
d_1718,4880,3742,7279,2572,3527,3801,4094,3303,5376,3666,2015-10-12,4648.107142857143,4215.75,6611.785714285715,2587.5714285714284,3186.1428571428573,3914.8571428571427,3840.9285714285716,3499.9285714285716,4516.678571428572,3557.3214285714284
d_1719,3977,3285,5827,2247,3032,3534,3610,2992,4012,3165,2015-10-13,4649.857142857143,4214.035714285715,6606.214285714285,2576.3571428571427,3189.964285714286,3919.3571428571427,3840.9285714285716,3500.1785714285716,4484.714285714285,3535.1785714285716
d_1720,3665,3064,5745,2312,2576,3189,2392,3217,4511,3577,2015-10-14,4659.142857142857,4208.678571428572,6620.035714285715,2579.214285714286,3184.8571428571427,3917.3214285714284,3806.285714285714,3514.285714285714,4493.857142857143,3554.6428571428573
d_1721,3611,3243,5404,2288,2775,3472,4006,3062,4911,3581,2015-10-15,4653.357142857143,4210.392857142857,6617.392857142857,2579.1071428571427,3184.0714285714284,3918.75,3834.0,3513.1428571428573,4529.75,3582.464285714286
d_1722,4122,4189,5769,2169,2899,3862,3525,3601,4621,3665,2015-10-16,4633.607142857143,4221.857142857143,6597.142857142857,2573.964285714286,3176.285714285714,3919.464285714286,3833.6071428571427,3519.3928571428573,4541.25,3596.3214285714284
d_1723,5582,5870,7446,2866,3624,4556,4490,4445,4556,4378,2015-10-17,4632.0,4225.535714285715,6570.964285714285,2578.1428571428573,3165.035714285714,3915.214285714286,3842.464285714286,3519.4285714285716,4543.857142857143,3603.6071428571427
d_1724,6214,5895,8037,2941,3940,4695,4338,4228,4409,4267,2015-10-18,4635.25,4230.071428571428,6561.571428571428,2577.1428571428573,3154.1428571428573,3898.6071428571427,3826.8928571428573,3521.3214285714284,4547.071428571428,3607.9285714285716
d_1725,4094,3292,6022,2597,2887,3674,3555,3019,3309,2853,2015-10-19,4623.428571428572,4215.0,6550.25,2571.3928571428573,3152.0,3909.714285714286,3835.214285714286,3532.8214285714284,4533.857142857143,3606.214285714286
d_1726,3717,3246,5514,2511,2437,3363,3283,2841,3218,2974,2015-10-20,4616.464285714285,4212.857142857143,6528.142857142857,2575.285714285714,3139.6071428571427,3914.8571428571427,3836.9285714285716,3535.6785714285716,4536.785714285715,3618.5
d_1727,3717,3248,5240,2137,2570,3215,3161,3092,3241,2790,2015-10-21,4618.642857142857,4218.285714285715,6500.035714285715,2568.785714285714,3131.25,3900.535714285714,3835.214285714286,3550.6071428571427,4526.642857142857,3626.3214285714284
d_1728,3211,3292,5480,2128,2727,3236,3363,2891,3746,2696,2015-10-22,4610.821428571428,4214.25,6502.75,2560.1071428571427,3136.25,3899.0,3836.714285714286,3551.1071428571427,4533.285714285715,3625.0
d_1729,4076,4181,5520,2340,3029,4264,3860,3950,3558,3243,2015-10-23,4595.142857142857,4216.178571428572,6476.178571428572,2553.464285714286,3140.214285714286,3914.5,3857.964285714286,3569.0714285714284,4504.928571428572,3618.1071428571427
d_1730,5164,5559,6559,2767,3275,4384,3933,4890,4515,3960,2015-10-24,4585.964285714285,4207.75,6445.178571428572,2545.3214285714284,3130.75,3907.3214285714284,3849.8214285714284,3586.785714285714,4505.75,3622.8928571428573
d_1731,6013,5766,7897,2956,3395,3836,3685,4328,4345,3958,2015-10-25,4592.214285714285,4207.642857142857,6447.321428571428,2543.1071428571427,3114.785714285714,3883.535714285714,3829.0714285714284,3587.3571428571427,4509.892857142857,3621.3928571428573
d_1732,3953,3413,5914,2308,2778,3797,3533,2918,3568,2910,2015-10-26,4588.642857142857,4204.642857142857,6441.714285714285,2531.3214285714284,3126.285714285714,3890.1785714285716,3838.6428571428573,3594.75,4526.678571428572,3623.1071428571427
d_1733,3658,3315,5475,2410,2498,3132,3074,2793,3261,2703,2015-10-27,4601.678571428572,4210.357142857143,6449.357142857143,2547.1071428571427,3123.964285714286,3892.1428571428573,3850.3214285714284,3594.9285714285716,4525.928571428572,3631.035714285714
d_1734,3400,3198,5379,2276,2527,3213,3011,2640,3179,2444,2015-10-28,4602.5,4220.285714285715,6450.821428571428,2545.6428571428573,3126.9285714285716,3901.5,3852.25,3587.0714285714284,4512.142857142857,3627.5714285714284
d_1735,3380,3406,5449,2363,2622,3249,3318,2980,3695,2770,2015-10-29,4582.464285714285,4212.571428571428,6435.892857142857,2548.035714285714,3115.5,3876.535714285714,3826.0714285714284,3576.1785714285716,4477.642857142857,3617.0714285714284
d_1736,4523,4372,5654,2563,2872,3930,3518,4199,4862,4021,2015-10-30,4560.25,4204.428571428572,6405.142857142857,2549.5,3099.3928571428573,3877.535714285714,3805.1071428571427,3583.3571428571427,4437.428571428572,3607.8928571428573
d_1737,5214,5604,6500,3058,3182,3187,3526,4159,4431,3882,2015-10-31,4516.714285714285,4187.428571428572,6330.428571428572,2545.1071428571427,3074.8928571428573,3810.714285714286,3763.3214285714284,3552.3571428571427,4366.642857142857,3555.8571428571427
d_1738,5260,5925,8010,2750,3754,4548,4512,4305,3953,3977,2015-11-01,4466.428571428572,4177.642857142857,6306.714285714285,2529.464285714286,3064.214285714286,3794.6428571428573,3750.1428571428573,3551.8214285714284,4319.142857142857,3532.5
d_1739,4173,3093,5774,2491,2741,3497,3508,3155,4486,3539,2015-11-02,4442.357142857143,4154.285714285715,6254.142857142857,2523.035714285714,3048.6071428571427,3778.75,3719.5714285714284,3549.3214285714284,4287.571428571428,3520.1785714285716
d_1740,4103,3340,6020,2589,2763,3332,3864,3197,4916,3873,2015-11-03,4441.107142857143,4153.035714285715,6244.714285714285,2531.0,3035.214285714286,3766.75,3716.25,3554.1785714285716,4278.0,3526.9285714285716
d_1741,3622,3178,5365,2101,2519,3098,3301,2578,3605,2735,2015-11-04,4429.178571428572,4153.142857142857,6216.321428571428,2516.535714285714,3023.3571428571427,3755.5714285714284,3695.3571428571427,3547.3928571428573,4262.214285714285,3512.9285714285716
d_1742,3541,3290,5312,2278,2615,3471,3139,3027,4551,3451,2015-11-05,4413.071428571428,4147.214285714285,6194.75,2508.6785714285716,3027.035714285714,3752.4285714285716,3668.6071428571427,3537.75,4234.964285714285,3515.214285714286
d_1743,4284,3901,5702,2356,2981,3832,3696,3728,5062,4079,2015-11-06,4396.5,4129.821428571428,6155.107142857143,2502.1785714285716,3018.1428571428573,3737.464285714286,3663.4285714285716,3521.3928571428573,4226.821428571428,3506.9285714285716
d_1744,5414,5575,6934,2753,3510,4906,4348,4687,4749,4465,2015-11-07,4378.321428571428,4126.892857142857,6125.357142857143,2502.75,3010.0714285714284,3758.9285714285716,3658.464285714286,3517.3928571428573,4218.607142857143,3509.3571428571427
d_1745,5599,5388,8217,2738,3689,4598,4151,4134,5382,4515,2015-11-08,4363.107142857143,4102.5,6194.428571428572,2495.1785714285716,2990.8571428571427,3745.3928571428573,3635.5,3512.8214285714284,4215.285714285715,3504.8928571428573
d_1746,3828,3136,5788,2268,2963,3587,3770,3028,4703,3844,2015-11-09,4325.535714285715,4080.8571428571427,6141.178571428572,2484.3214285714284,2970.714285714286,3737.75,3623.9285714285716,3503.0,4191.25,3511.25
d_1747,3928,3315,5498,2251,2410,3476,3206,2735,3585,2970,2015-11-10,4323.785714285715,4081.9285714285716,6129.428571428572,2484.464285714286,2948.5,3735.6785714285716,3609.5,3493.8214285714284,4176.0,3504.285714285714
d_1748,3702,3424,5187,2097,2744,3122,3012,2976,4071,3003,2015-11-11,4325.107142857143,4094.785714285714,6109.5,2476.785714285714,2954.5,3733.285714285714,3631.6428571428573,3485.214285714286,4160.285714285715,3483.785714285714
d_1749,2984,3058,4877,2218,2518,3070,3446,2752,5038,3281,2015-11-12,4302.714285714285,4088.1785714285716,6090.678571428572,2474.285714285714,2945.3214285714284,3718.9285714285716,3611.6428571428573,3474.1428571428573,4164.821428571428,3473.0714285714284
d_1750,3652,3851,5008,2081,2941,3468,3579,3806,4355,3454,2015-11-13,4285.928571428572,4076.1071428571427,6063.5,2471.1428571428573,2946.8214285714284,3704.8571428571427,3613.5714285714284,3481.464285714286,4155.321428571428,3465.535714285714
d_1751,4954,5562,6785,2505,3371,4286,4136,5297,5318,5128,2015-11-14,4263.5,4065.1071428571427,6039.892857142857,2458.25,2937.785714285714,3695.214285714286,3600.9285714285716,3511.8928571428573,4182.535714285715,3492.3214285714284
d_1752,5817,5522,7294,3004,3973,4820,4764,4225,5782,4554,2015-11-15,4249.321428571428,4051.785714285714,6013.357142857143,2460.5,2938.964285714286,3699.6785714285716,3616.1428571428573,3511.785714285714,4231.571428571428,3502.5714285714284
d_1753,3592,3383,5594,2558,2940,3899,3527,2791,4044,3407,2015-11-16,4231.392857142857,4055.035714285714,5998.071428571428,2459.1071428571427,2940.8571428571427,3707.714285714286,3615.1428571428573,3503.6428571428573,4257.821428571428,3522.3571428571427
d_1754,3503,2966,4979,2326,2295,2598,2743,2271,3055,2438,2015-11-17,4223.75,4045.035714285714,5978.964285714285,2452.5,2935.785714285714,3680.3928571428573,3595.8571428571427,3483.285714285714,4252.0,3503.214285714286
d_1755,3463,2964,4867,2022,2698,3349,3386,2975,3447,2989,2015-11-18,4214.678571428572,4034.8928571428573,5965.642857142857,2448.3928571428573,2940.3571428571427,3685.1785714285716,3603.8928571428573,3479.1071428571427,4259.357142857143,3510.3214285714284
d_1756,3359,3176,4516,2210,2694,3390,3129,3188,3660,3043,2015-11-19,4219.964285714285,4030.75,5931.214285714285,2451.3214285714284,2939.1785714285716,3690.6785714285716,3595.535714285714,3489.714285714286,4256.285714285715,3522.714285714286
d_1757,4037,3658,5144,2342,2784,3394,3383,4876,4874,3865,2015-11-20,4218.571428571428,4012.0714285714284,5917.785714285715,2451.3928571428573,2930.4285714285716,3659.6071428571427,3578.5,3522.785714285714,4303.285714285715,3544.9285714285716
d_1758,5115,5758,6309,2750,3578,4276,3938,3532,3881,3656,2015-11-21,4216.821428571428,4019.1785714285716,5908.857142857143,2450.785714285714,2941.25,3655.75,3578.6785714285716,3474.285714285714,4280.642857142857,3534.0714285714284
d_1759,5614,5212,7376,2636,3731,4317,4024,4436,3765,3814,2015-11-22,4202.571428571428,3999.3928571428573,5890.25,2439.3571428571427,2953.25,3672.9285714285716,3590.785714285714,3478.1428571428573,4259.928571428572,3528.9285714285716
d_1760,4607,3481,5596,2372,2924,3516,3301,3073,3305,2965,2015-11-23,4225.928571428572,4001.8214285714284,5878.892857142857,2441.6428571428573,2958.464285714286,3662.8928571428573,3582.5,3483.6785714285716,4250.535714285715,3530.8928571428573
d_1761,3942,3349,5216,2430,2850,3484,3262,3185,3460,3044,2015-11-24,4236.071428571428,4003.035714285714,5869.642857142857,2442.3571428571427,2971.035714285714,3675.464285714286,3589.214285714286,3497.6785714285716,4257.642857142857,3543.0714285714284
d_1762,4438,4165,5851,2641,3339,4368,3925,3743,3872,3782,2015-11-25,4273.142857142857,4037.5714285714284,5886.5,2455.3928571428573,3000.035714285714,3716.714285714286,3621.8571428571427,3537.0714285714284,4282.392857142857,3590.8571428571427
d_1763,2160,2265,3674,1471,2688,2848,2319,1607,1801,2798,2015-11-26,4229.571428571428,3996.8214285714284,5823.107142857143,2423.535714285714,3002.3928571428573,3702.3928571428573,3586.1785714285716,3488.035714285714,4214.75,3591.8571428571427
d_1764,2696,3404,3972,1465,2402,2970,2556,2713,2629,2774,2015-11-27,4164.321428571428,3962.25,5763.035714285715,2384.3214285714284,2985.6071428571427,3668.1071428571427,3551.8214285714284,3434.964285714286,4135.0,3547.3214285714284
d_1765,3812,4167,5075,2034,2564,3391,3239,3676,2972,3282,2015-11-28,4114.25,3910.9285714285716,5712.142857142857,2347.75,2963.535714285714,3675.3928571428573,3541.5714285714284,3417.714285714286,4082.8928571428573,3525.8928571428573
d_1766,4585,4222,5991,2418,3141,3446,3298,3965,3491,3225,2015-11-29,4090.1428571428573,3850.1071428571427,5640.035714285715,2335.8928571428573,2941.6428571428573,3636.035714285714,3498.214285714286,3405.5714285714284,4066.3928571428573,3499.035714285714
d_1767,3806,3309,5055,2279,2411,3151,3213,2828,3125,2839,2015-11-30,4077.035714285714,3857.8214285714284,5614.357142857143,2328.3214285714284,2929.8571428571427,3623.6785714285716,3487.6785714285716,3393.8928571428573,4017.785714285714,3474.035714285714
d_1768,3879,3417,5284,2243,2766,3332,3641,3253,4045,2958,2015-12-01,4069.035714285714,3860.5714285714284,5588.071428571428,2315.964285714286,2929.964285714286,3623.6785714285716,3479.714285714286,3395.8928571428573,3986.6785714285716,3441.3571428571427
d_1769,3673,3179,5136,2186,2510,2782,3209,2913,4864,3280,2015-12-02,4070.8571428571427,3860.6071428571427,5579.892857142857,2319.0,2929.6428571428573,3612.3928571428573,3476.4285714285716,3407.8571428571427,4031.6428571428573,3460.8214285714284
d_1770,3691,3490,5543,2296,2820,3194,3680,3711,5578,4026,2015-12-03,4076.214285714286,3867.75,5588.142857142857,2319.6428571428573,2936.964285714286,3602.5,3495.75,3432.285714285714,4068.3214285714284,3481.3571428571427
d_1771,4084,4315,5749,2518,2844,3127,3170,4334,4306,3740,2015-12-04,4069.0714285714284,3882.535714285714,5589.821428571428,2325.4285714285716,2932.0714285714284,3577.3214285714284,3476.964285714286,3453.9285714285716,4041.3214285714284,3469.25
d_1772,5286,5623,6837,2456,3443,4141,3865,5293,5302,4779,2015-12-05,4064.5,3884.25,5586.357142857143,2314.8214285714284,2929.6785714285716,3550.0,3459.714285714286,3475.5714285714284,4061.0714285714284,3480.464285714286
d_1773,5352,5781,7334,2634,3660,4597,4122,4882,5675,4378,2015-12-06,4055.6785714285716,3898.285714285714,5554.821428571428,2311.1071428571427,2928.6428571428573,3549.964285714286,3458.6785714285716,3502.285714285714,4071.535714285714,3475.5714285714284
d_1774,4020,3287,5461,2492,2723,3778,3634,3053,3956,3004,2015-12-07,4062.535714285714,3903.6785714285716,5543.142857142857,2319.1071428571427,2920.0714285714284,3556.785714285714,3453.8214285714284,3503.1785714285716,4044.8571428571427,3445.5714285714284
d_1775,3560,3089,5117,2090,2205,3192,3074,2818,4535,3233,2015-12-08,4049.3928571428573,3895.6071428571427,5529.535714285715,2313.3571428571427,2912.75,3546.6428571428573,3449.1071428571427,3506.1428571428573,4078.785714285714,3454.964285714286
d_1776,3417,3172,4877,2301,2470,3214,3096,3420,4471,3252,2015-12-09,4039.214285714286,3886.6071428571427,5518.464285714285,2320.6428571428573,2902.964285714286,3549.9285714285716,3452.1071428571427,3522.0,4093.0714285714284,3463.8571428571427
d_1777,3347,3019,5367,2069,2540,3186,3112,3036,3726,2757,2015-12-10,4052.1785714285716,3885.214285714286,5535.964285714285,2315.3214285714284,2903.75,3554.0714285714284,3440.1785714285716,3532.1428571428573,4046.214285714286,3445.1428571428573
d_1778,3733,3389,5291,2199,2875,3630,3242,3607,4901,3476,2015-12-11,4055.0714285714284,3868.714285714286,5546.071428571428,2319.535714285714,2901.3928571428573,3559.8571428571427,3428.1428571428573,3525.035714285714,4065.714285714286,3445.9285714285716
d_1779,5130,5255,6523,2456,3693,4509,3931,4612,5465,4401,2015-12-12,4061.3571428571427,3857.75,5536.714285714285,2317.785714285714,2912.8928571428573,3567.8214285714284,3420.8214285714284,3500.5714285714284,4070.964285714286,3419.964285714286
d_1780,5080,5263,6890,2480,4004,4466,4193,4177,4565,4015,2015-12-13,4035.035714285714,3848.5,5522.285714285715,2299.0714285714284,2914.0,3555.1785714285716,3400.4285714285716,3498.8571428571427,4027.5,3400.714285714286
d_1781,3989,3504,5568,2418,3028,4129,3666,3238,4633,3349,2015-12-14,4049.214285714286,3852.8214285714284,5521.357142857143,2294.0714285714284,2917.1428571428573,3563.3928571428573,3405.3928571428573,3514.8214285714284,4048.535714285714,3398.6428571428573
d_1782,3567,3401,5039,2181,2992,3925,3606,3396,4865,3158,2015-12-15,4051.5,3868.3571428571427,5523.5,2288.8928571428573,2942.035714285714,3610.785714285714,3436.214285714286,3555.0,4113.178571428572,3424.3571428571427
d_1783,3545,3358,5240,2163,2943,3579,3527,3179,3583,3006,2015-12-16,4054.4285714285716,3882.4285714285716,5536.821428571428,2293.9285714285716,2950.785714285714,3619.0,3441.25,3562.285714285714,4118.035714285715,3424.964285714286
d_1784,3791,3363,5516,2083,3000,3629,3768,3157,3925,3222,2015-12-17,4069.8571428571427,3889.1071428571427,5572.535714285715,2289.3928571428573,2961.714285714286,3627.535714285714,3464.0714285714284,3561.1785714285716,4127.5,3431.3571428571427
d_1785,3843,3573,5074,2104,2639,3506,3230,3765,3718,3304,2015-12-18,4062.9285714285716,3886.0714285714284,5570.035714285715,2280.8928571428573,2956.535714285714,3631.535714285714,3458.6071428571427,3521.5,4086.214285714286,3411.3214285714284
d_1786,5317,5764,6408,2451,3303,4167,3516,4654,4217,3691,2015-12-19,4070.1428571428573,3886.285714285714,5573.571428571428,2270.214285714286,2946.714285714286,3627.6428571428573,3443.535714285714,3561.5714285714284,4098.214285714285,3412.5714285714284
d_1787,5069,5017,6470,2440,3511,4469,3686,4522,3943,3884,2015-12-20,4050.6785714285716,3879.3214285714284,5541.214285714285,2263.214285714286,2938.8571428571427,3633.0714285714284,3431.464285714286,3564.6428571428573,4104.571428571428,3415.0714285714284
d_1788,4451,3623,5158,2185,2861,3664,3229,3735,3475,3141,2015-12-21,4045.1071428571427,3884.3928571428573,5525.571428571428,2256.535714285714,2936.6071428571427,3638.3571428571427,3428.8928571428573,3588.285714285714,4110.642857142857,3421.3571428571427
d_1789,4224,4074,5431,2297,2870,3547,3553,3620,3768,3228,2015-12-22,4055.1785714285716,3910.285714285714,5533.25,2251.785714285714,2937.3214285714284,3640.6071428571427,3439.285714285714,3603.8214285714284,4121.642857142857,3427.9285714285716
d_1790,4300,4454,5353,2415,2850,3959,3816,4267,3727,3611,2015-12-23,4050.25,3920.6071428571427,5515.464285714285,2243.714285714286,2919.8571428571427,3626.0,3435.3928571428573,3622.535714285714,4116.464285714285,3421.8214285714284
d_1791,3803,3753,4167,2118,2991,4148,3616,3772,4046,3813,2015-12-24,4108.928571428572,3973.75,5533.071428571428,2266.8214285714284,2930.6785714285716,3672.4285714285716,3481.714285714286,3699.8571428571427,4196.642857142857,3458.0714285714284
d_1792,0,2,4,0,1,0,3,2,1,1,2015-12-25,4012.6428571428573,3852.25,5391.357142857143,2214.5,2844.9285714285716,3566.3571428571427,3390.535714285714,3603.035714285714,4102.785714285715,3359.035714285714
d_1793,4137,4333,5918,1977,3725,4262,3919,3609,3036,3461,2015-12-26,4024.25,3858.1785714285716,5421.464285714285,2212.464285714286,2886.3928571428573,3597.464285714286,3414.8214285714284,3600.6428571428573,4105.071428571428,3365.4285714285716
d_1794,4010,4350,5585,2080,2859,3735,2933,3649,2972,3205,2015-12-27,4003.714285714286,3862.75,5406.964285714285,2200.3928571428573,2876.3214285714284,3607.785714285714,3401.785714285714,3589.3571428571427,4086.535714285714,3364.714285714286
d_1795,3867,3717,5316,2143,2737,3447,2981,1521,2342,1893,2015-12-28,4005.8928571428573,3877.3214285714284,5416.285714285715,2195.535714285714,2887.964285714286,3618.3571428571427,3393.5,3542.6785714285716,4058.5714285714284,3330.9285714285716
d_1796,3884,3646,5086,2053,2618,3164,3102,2683,3016,2641,2015-12-29,4006.0714285714284,3885.5,5409.214285714285,2188.75,2882.6785714285716,3612.3571428571427,3374.25,3522.3214285714284,4021.8214285714284,3319.6071428571427
d_1797,3613,3856,5209,2101,2612,3233,2895,3627,3800,3181,2015-12-30,4003.9285714285716,3909.6785714285716,5411.821428571428,2185.714285714286,2886.3214285714284,3628.464285714286,3363.035714285714,3547.8214285714284,3983.8214285714284,3316.0714285714284
d_1798,3994,4331,5472,2451,3186,4160,3816,4938,5898,4813,2015-12-31,4014.75,3939.714285714286,5409.285714285715,2191.25,2899.3928571428573,3662.964285714286,3367.8928571428573,3591.6428571428573,3995.25,3344.1785714285716
d_1799,3418,3679,4556,1711,2654,3213,2978,3567,3811,3064,2016-01-01,3990.964285714286,3917.0,5366.678571428572,2162.4285714285716,2892.6071428571427,3666.035714285714,3361.035714285714,3564.25,3977.5714285714284,3320.035714285714
d_1800,5085,4794,6654,2521,3043,3874,3491,5007,5439,4829,2016-01-02,3983.785714285714,3887.3928571428573,5360.142857142857,2164.75,2878.3214285714284,3656.5,3347.6785714285716,3554.035714285714,3982.464285714286,3321.8214285714284
d_1801,4986,5101,6781,2756,3127,4128,3826,4061,5281,4293,2016-01-03,3970.714285714286,3863.1071428571427,5340.392857142857,2169.1071428571427,2859.285714285714,3639.75,3337.1071428571427,3524.714285714286,3968.3928571428573,3318.785714285714
d_1802,4237,3591,5944,2683,2745,3551,3560,3044,4043,3295,2016-01-04,3978.464285714286,3873.964285714286,5357.642857142857,2175.9285714285716,2860.0714285714284,3631.6428571428573,3334.464285714286,3524.3928571428573,3971.5,3329.1785714285716
d_1803,3481,3079,5532,2329,2682,3378,3272,3315,4531,3707,2016-01-05,3975.6428571428573,3873.6071428571427,5372.464285714285,2184.464285714286,2877.1071428571427,3638.285714285714,3341.535714285714,3542.1428571428573,3971.3571428571427,3346.1071428571427
d_1804,3225,3261,5062,2024,2416,2879,2633,3032,4796,3357,2016-01-06,3968.785714285714,3876.785714285714,5379.071428571428,2174.5714285714284,2875.1785714285716,3626.3214285714284,3325.0,3528.285714285714,3982.964285714286,3349.8571428571427
d_1805,3867,3483,5644,2424,2688,3798,4021,2861,4110,3048,2016-01-07,3987.3571428571427,3893.3571428571427,5388.964285714285,2187.25,2880.464285714286,3648.1785714285716,3357.464285714286,3522.035714285714,3996.6785714285716,3360.25
d_1806,4404,3920,5785,2133,3012,3577,3454,3791,4892,3968,2016-01-08,4011.3214285714284,3912.3214285714284,5406.607142857143,2184.8928571428573,2885.3571428571427,3646.285714285714,3365.035714285714,3528.6071428571427,3996.3571428571427,3377.8214285714284
d_1807,6077,6081,7940,2824,4129,4727,4302,5284,6437,5079,2016-01-09,4045.1428571428573,3941.8214285714284,5457.214285714285,2198.035714285714,2900.9285714285716,3654.0714285714284,3378.285714285714,3552.6071428571427,4031.0714285714284,3402.035714285714
d_1808,5660,5682,8035,2839,3752,4775,4106,4086,4354,4080,2016-01-10,4065.8571428571427,3956.785714285714,5498.107142857143,2210.8571428571427,2891.9285714285716,3665.1071428571427,3375.1785714285716,3549.3571428571427,4023.535714285714,3404.3571428571427
d_1809,4001,3299,6440,2466,3027,3906,3593,2850,5047,3357,2016-01-11,4066.285714285714,3949.464285714286,5529.25,2212.5714285714284,2891.8928571428573,3657.1428571428573,3372.5714285714284,3535.5,4038.3214285714284,3404.6428571428573
d_1810,3377,3314,5123,2244,3195,3371,3624,2606,4646,3622,2016-01-12,4059.5,3946.3571428571427,5532.25,2214.8214285714284,2899.1428571428573,3637.3571428571427,3373.214285714286,3507.285714285714,4030.5,3421.214285714286
d_1811,3252,2904,4803,2042,2670,3384,3485,2694,4221,2776,2016-01-13,4049.035714285714,3930.1428571428573,5516.642857142857,2210.5,2889.3928571428573,3630.3928571428573,3371.714285714286,3489.964285714286,4053.285714285714,3413.0
d_1812,3405,3202,4748,2016,2760,3245,3304,3621,5519,4036,2016-01-14,4035.25,3924.3928571428573,5489.214285714285,2208.1071428571427,2880.8214285714284,3616.6785714285716,3355.1428571428573,3506.535714285714,4110.214285714285,3442.0714285714284
d_1813,4026,4073,5333,2368,3378,3825,3655,4551,5829,4752,2016-01-15,4041.785714285714,3942.25,5498.464285714285,2217.535714285714,2907.214285714286,3628.0714285714284,3370.3214285714284,3534.6071428571427,4185.607142857143,3493.785714285714
d_1814,5745,5707,7240,2688,3590,4603,4571,5689,5845,5468,2016-01-16,4057.0714285714284,3940.214285714286,5528.178571428572,2226.0,2917.464285714286,3643.6428571428573,3408.0,3571.5714285714284,4243.75,3557.25
d_1815,5422,5443,7352,2635,3824,5034,4248,3709,4171,3695,2016-01-17,4069.6785714285716,3955.4285714285716,5559.678571428572,2232.964285714286,2928.6428571428573,3663.8214285714284,3428.0714285714284,3542.535714285714,4251.892857142857,3550.5
d_1816,4484,4600,6242,2678,3156,3754,3775,2719,3899,3033,2016-01-18,4070.8571428571427,3990.3214285714284,5598.392857142857,2250.5714285714284,2939.1785714285716,3667.035714285714,3447.5714285714284,3506.25,4267.035714285715,3546.6428571428573
d_1817,3026,3052,5165,2140,2589,3279,3142,2906,3612,3077,2016-01-19,4028.0714285714284,3953.8214285714284,5588.892857142857,2244.964285714286,2929.1428571428573,3657.464285714286,3432.8928571428573,3480.75,4261.464285714285,3541.25
d_1818,3544,3175,5319,2203,2628,2995,3146,3147,3704,2823,2016-01-20,4001.0714285714284,3908.1428571428573,5587.678571428572,2237.3928571428573,2921.214285714286,3623.035714285714,3408.964285714286,3440.75,4260.642857142857,3513.1071428571427
d_1819,3502,3070,5118,2247,2404,3134,3119,2815,3688,2682,2016-01-21,3990.3214285714284,3883.75,5621.642857142857,2242.0,2900.25,3586.8214285714284,3391.214285714286,3406.5714285714284,4247.857142857143,3472.714285714286
d_1820,3612,3787,5224,2479,2888,3602,3642,3549,4146,3378,2016-01-22,4119.321428571428,4018.9285714285716,5808.071428571428,2330.535714285714,3003.3571428571427,3715.464285714286,3521.1785714285716,3533.25,4395.892857142857,3593.3214285714284
