d,total_sales,date,weekday,wday,month,year,event_name_1,event_type_1,snap_CA,snap_TX,snap_WI,rolling_28_sales
d_991,33213,2013-10-15,Tuesday,4,10,2013,EidAlAdha,Religious,0,1,1,37768.03571428572
d_992,32677,2013-10-16,Wednesday,5,10,2013,,,0,0,0,37817.892857142855
d_993,30538,2013-10-17,Thursday,6,10,2013,,,0,0,0,37807.71428571428
d_994,34337,2013-10-18,Friday,7,10,2013,,,0,0,0,37738.28571428572
d_995,42043,2013-10-19,Saturday,1,10,2013,,,0,0,0,37596.92857142857
d_996,43352,2013-10-20,Sunday,2,10,2013,,,0,0,0,37494.857142857145
d_997,31859,2013-10-21,Monday,3,10,2013,,,0,0,0,37461.82142857143
d_998,28957,2013-10-22,Tuesday,4,10,2013,,,0,0,0,37386.57142857143
d_999,29525,2013-10-23,Wednesday,5,10,2013,,,0,0,0,37371.07142857143
d_1000,29260,2013-10-24,Thursday,6,10,2013,,,0,0,0,37321.5
d_1001,33877,2013-10-25,Friday,7,10,2013,,,0,0,0,37263.46428571428
d_1002,42454,2013-10-26,Saturday,1,10,2013,,,0,0,0,37192.5
d_1003,40665,2013-10-27,Sunday,2,10,2013,,,0,0,0,37059.25
d_1004,32058,2013-10-28,Monday,3,10,2013,,,0,0,0,37029.42857142857
d_1005,29529,2013-10-29,Tuesday,4,10,2013,,,0,0,0,36772.25
d_1006,31136,2013-10-30,Wednesday,5,10,2013,,,0,0,0,36673.53571428572
d_1007,27034,2013-10-31,Thursday,6,10,2013,Halloween,Cultural,0,0,0,36309.92857142857
d_1008,39727,2013-11-01,Friday,7,11,2013,,,1,1,0,36395.392857142855
d_1009,47093,2013-11-02,Saturday,1,11,2013,,,1,0,1,36335.25
d_1010,48373,2013-11-03,Sunday,2,11,2013,,,1,1,1,36281.142857142855
d_1011,32972,2013-11-04,Monday,3,11,2013,,,1,0,0,36137.17857142857
d_1012,34087,2013-11-05,Tuesday,4,11,2013,,,1,1,1,36120.857142857145
d_1013,33030,2013-11-06,Wednesday,5,11,2013,,,1,1,1,36059.57142857143
d_1014,31953,2013-11-07,Thursday,6,11,2013,,,1,1,0,35985.78571428572
d_1015,35460,2013-11-08,Friday,7,11,2013,,,1,0,1,35891.75
d_1016,45717,2013-11-09,Saturday,1,11,2013,,,1,1,1,35860.892857142855
d_1017,43905,2013-11-10,Sunday,2,11,2013,,,1,0,0,35773.82142857143
d_1018,36396,2013-11-11,Monday,3,11,2013,VeteransDay,National,0,1,1,35758.107142857145
d_1019,32275,2013-11-12,Tuesday,4,11,2013,,,0,1,1,35724.607142857145
d_1020,29255,2013-11-13,Wednesday,5,11,2013,,,0,1,0,35602.392857142855
d_1021,29468,2013-11-14,Thursday,6,11,2013,,,0,0,1,35564.17857142857
d_1022,35775,2013-11-15,Friday,7,11,2013,,,0,1,1,35615.53571428572
d_1023,44587,2013-11-16,Saturday,1,11,2013,,,0,0,0,35706.392857142855
d_1024,42589,2013-11-17,Sunday,2,11,2013,,,0,0,0,35679.142857142855
d_1025,32110,2013-11-18,Monday,3,11,2013,,,0,0,0,35688.107142857145
d_1026,28522,2013-11-19,Tuesday,4,11,2013,,,0,0,0,35672.57142857143
d_1027,27915,2013-11-20,Wednesday,5,11,2013,,,0,0,0,35615.07142857143
d_1028,28699,2013-11-21,Thursday,6,11,2013,,,0,0,0,35595.03571428572
d_1029,32863,2013-11-22,Friday,7,11,2013,,,0,0,0,35558.82142857143
d_1030,40047,2013-11-23,Saturday,1,11,2013,,,0,0,0,35472.857142857145
d_1031,38446,2013-11-24,Sunday,2,11,2013,,,0,0,0,35393.607142857145
d_1032,28645,2013-11-25,Monday,3,11,2013,,,0,0,0,35271.71428571428
d_1033,31293,2013-11-26,Tuesday,4,11,2013,,,0,0,0,35334.71428571428
d_1034,36139,2013-11-27,Wednesday,5,11,2013,,,0,0,0,35513.392857142855
d_1035,19839,2013-11-28,Thursday,6,11,2013,Thanksgiving,National,0,0,0,35256.42857142857
d_1036,26073,2013-11-29,Friday,7,11,2013,,,0,0,0,34768.78571428572
d_1037,31546,2013-11-30,Saturday,1,11,2013,,,0,0,0,34213.53571428572
d_1038,38187,2013-12-01,Sunday,2,12,2013,,,1,1,0,33849.75
d_1039,37087,2013-12-02,Monday,3,12,2013,,,1,0,1,33996.71428571428
d_1040,38024,2013-12-03,Tuesday,4,12,2013,,,1,1,1,34137.32142857143
d_1041,31519,2013-12-04,Wednesday,5,12,2013,,,1,0,0,34083.357142857145
d_1042,35151,2013-12-05,Thursday,6,12,2013,Chanukah End,Religious,1,1,1,34197.57142857143
d_1043,36899,2013-12-06,Friday,7,12,2013,,,1,1,1,34248.96428571428
d_1044,44450,2013-12-07,Saturday,1,12,2013,,,1,1,0,34203.71428571428
d_1045,40424,2013-12-08,Sunday,2,12,2013,,,1,0,1,34079.392857142855
d_1046,33653,2013-12-09,Monday,3,12,2013,,,1,1,1,33981.42857142857
d_1047,31422,2013-12-10,Tuesday,4,12,2013,,,1,0,0,33950.96428571428
d_1048,30911,2013-12-11,Wednesday,5,12,2013,,,0,1,1,34010.107142857145
d_1049,31669,2013-12-12,Thursday,6,12,2013,,,0,1,1,34088.71428571428
d_1050,36163,2013-12-13,Friday,7,12,2013,,,0,1,0,34102.57142857143
d_1051,41528,2013-12-14,Saturday,1,12,2013,,,0,0,1,33993.32142857143
d_1052,43097,2013-12-15,Sunday,2,12,2013,,,0,1,1,34011.46428571428
d_1053,32474,2013-12-16,Monday,3,12,2013,,,0,0,0,34024.46428571428
d_1054,30338,2013-12-17,Tuesday,4,12,2013,,,0,0,0,34089.32142857143
d_1055,31692,2013-12-18,Wednesday,5,12,2013,,,0,0,0,34224.21428571428
d_1056,32411,2013-12-19,Thursday,6,12,2013,,,0,0,0,34356.78571428572
d_1057,32123,2013-12-20,Friday,7,12,2013,,,0,0,0,34330.357142857145
d_1058,40474,2013-12-21,Saturday,1,12,2013,,,0,0,0,34345.607142857145
d_1059,34915,2013-12-22,Sunday,2,12,2013,,,0,0,0,34219.5
d_1060,35289,2013-12-23,Monday,3,12,2013,,,0,0,0,34456.78571428572
d_1061,31077,2013-12-24,Tuesday,4,12,2013,,,0,0,0,34449.07142857143
d_1062,20,2013-12-25,Wednesday,5,12,2013,Christmas,National,0,0,0,33159.107142857145
d_1063,32727,2013-12-26,Thursday,6,12,2013,,,0,0,0,33619.392857142855
d_1064,33095,2013-12-27,Friday,7,12,2013,,,0,0,0,33870.17857142857
d_1065,36490,2013-12-28,Saturday,1,12,2013,,,0,0,0,34046.75
d_1066,34121,2013-12-29,Sunday,2,12,2013,,,0,0,0,33901.53571428572
d_1067,32293,2013-12-30,Monday,3,12,2013,,,0,0,0,33730.32142857143
d_1068,34811,2013-12-31,Tuesday,4,12,2013,,,0,0,0,33615.57142857143
d_1069,23845,2014-01-01,Wednesday,5,1,2014,NewYear,National,1,1,0,33341.5
d_1070,32653,2014-01-02,Thursday,6,1,2014,,,1,0,1,33252.28571428572
d_1071,38870,2014-01-03,Friday,7,1,2014,,,1,1,1,33322.67857142857
d_1072,44616,2014-01-04,Saturday,1,1,2014,,,1,0,0,33328.607142857145
d_1073,45302,2014-01-05,Sunday,2,1,2014,,,1,1,1,33502.82142857143
d_1074,32412,2014-01-06,Monday,3,1,2014,,,1,1,1,33458.5
d_1075,30952,2014-01-07,Tuesday,4,1,2014,OrthodoxChristmas,Religious,1,1,0,33441.71428571428
d_1076,32973,2014-01-08,Wednesday,5,1,2014,,,1,0,1,33515.357142857145
d_1077,33197,2014-01-09,Thursday,6,1,2014,,,1,1,1,33569.92857142857
d_1078,32766,2014-01-10,Friday,7,1,2014,,,1,0,0,33448.607142857145
d_1079,47798,2014-01-11,Saturday,1,1,2014,,,0,1,1,33672.53571428572
d_1080,46858,2014-01-12,Sunday,2,1,2014,,,0,1,1,33806.857142857145
d_1081,33714,2014-01-13,Monday,3,1,2014,,,0,1,0,33851.142857142855
d_1082,30223,2014-01-14,Tuesday,4,1,2014,,,0,0,1,33847.03571428572
d_1083,31579,2014-01-15,Wednesday,5,1,2014,,,0,1,1,33843.0
d_1084,31190,2014-01-16,Thursday,6,1,2014,,,0,0,0,33799.392857142855
d_1085,35240,2014-01-17,Friday,7,1,2014,,,0,0,0,33910.71428571428
d_1086,43233,2014-01-18,Saturday,1,1,2014,,,0,0,0,34009.25
d_1087,40427,2014-01-19,Sunday,2,1,2014,,,0,0,0,34206.107142857145
d_1088,32706,2014-01-20,Monday,3,1,2014,MartinLutherKingDay,National,0,0,0,34113.857142857145
d_1089,27854,2014-01-21,Tuesday,4,1,2014,,,0,0,0,33998.75
d_1090,28197,2014-01-22,Wednesday,5,1,2014,,,0,0,0,35005.07142857143
d_1091,26244,2014-01-23,Thursday,6,1,2014,,,0,0,0,34773.53571428572
d_1092,30888,2014-01-24,Friday,7,1,2014,,,0,0,0,34694.71428571428
d_1093,40529,2014-01-25,Saturday,1,1,2014,,,0,0,0,34838.96428571428
d_1094,40197,2014-01-26,Sunday,2,1,2014,,,0,0,0,35055.96428571428
d_1095,30060,2014-01-27,Monday,3,1,2014,,,0,0,0,34976.21428571428
d_1096,24000,2014-01-28,Tuesday,4,1,2014,,,0,0,0,34590.107142857145
d_1097,24983,2014-01-29,Wednesday,5,1,2014,,,0,0,0,34630.75
d_1098,27017,2014-01-30,Thursday,6,1,2014,,,0,0,0,34429.46428571428
d_1099,36489,2014-01-31,Friday,7,1,2014,,,0,0,0,34344.42857142857
d_1100,45333,2014-02-01,Saturday,1,2,2014,,,1,1,0,34370.03571428572
d_1101,43897,2014-02-02,Sunday,2,2,2014,SuperBowl,Sporting,1,0,1,34319.857142857145
d_1102,37294,2014-02-03,Monday,3,2,2014,,,1,1,1,34494.21428571428
d_1103,30577,2014-02-04,Tuesday,4,2,2014,,,1,0,0,34480.82142857143
d_1104,31676,2014-02-05,Wednesday,5,2,2014,,,1,1,1,34434.5
d_1105,32389,2014-02-06,Thursday,6,2,2014,,,1,1,1,34405.642857142855
d_1106,34255,2014-02-07,Friday,7,2,2014,,,1,1,0,34458.82142857143
d_1107,47108,2014-02-08,Saturday,1,2,2014,,,1,0,1,34434.17857142857
d_1108,48040,2014-02-09,Sunday,2,2,2014,,,1,1,1,34476.392857142855
d_1109,33147,2014-02-10,Monday,3,2,2014,,,1,0,0,34456.142857142855
d_1110,33533,2014-02-11,Tuesday,4,2,2014,,,0,1,1,34574.357142857145
d_1111,36738,2014-02-12,Wednesday,5,2,2014,,,0,1,1,34758.607142857145
d_1112,37483,2014-02-13,Thursday,6,2,2014,,,0,1,0,34983.357142857145
d_1113,33910,2014-02-14,Friday,7,2,2014,ValentinesDay,Cultural,0,0,1,34935.857142857145
d_1114,44965,2014-02-15,Saturday,1,2,2014,,,0,1,1,34997.71428571428
d_1115,43832,2014-02-16,Sunday,2,2,2014,,,0,0,0,35119.32142857143
d_1116,34557,2014-02-17,Monday,3,2,2014,PresidentsDay,National,0,0,0,35185.42857142857
d_1117,30710,2014-02-18,Tuesday,4,2,2014,,,0,0,0,35287.42857142857
d_1118,30411,2014-02-19,Wednesday,5,2,2014,,,0,0,0,35366.5
d_1119,29703,2014-02-20,Thursday,6,2,2014,,,0,0,0,35490.03571428572
d_1120,33326,2014-02-21,Friday,7,2,2014,,,0,0,0,35577.107142857145
d_1121,41488,2014-02-22,Saturday,1,2,2014,,,0,0,0,35611.357142857145
d_1122,44427,2014-02-23,Sunday,2,2,2014,,,0,0,0,35762.42857142857
d_1123,31797,2014-02-24,Monday,3,2,2014,,,0,0,0,35824.46428571428
d_1124,29725,2014-02-25,Tuesday,4,2,2014,,,0,0,0,36028.92857142857
d_1125,26351,2014-02-26,Wednesday,5,2,2014,,,0,0,0,36077.78571428572
d_1126,28890,2014-02-27,Thursday,6,2,2014,,,0,0,0,36144.67857142857
d_1127,34198,2014-02-28,Friday,7,2,2014,,,0,0,0,36062.857142857145
d_1128,45496,2014-03-01,Saturday,1,3,2014,,,1,1,0,36068.67857142857
d_1129,46777,2014-03-02,Sunday,2,3,2014,,,1,0,1,36171.53571428572
d_1130,37201,2014-03-03,Monday,3,3,2014,,,1,1,1,36168.21428571428
d_1131,30066,2014-03-04,Tuesday,4,3,2014,,,1,0,0,36149.96428571428
d_1132,31278,2014-03-05,Wednesday,5,3,2014,LentStart,Religious,1,1,1,36135.75
d_1133,32662,2014-03-06,Thursday,6,3,2014,,,1,1,1,36145.5
d_1134,34864,2014-03-07,Friday,7,3,2014,,,1,1,0,36167.25
d_1135,43485,2014-03-08,Saturday,1,3,2014,,,1,0,1,36037.857142857145
d_1136,50090,2014-03-09,Sunday,2,3,2014,,,1,1,1,36111.07142857143
d_1137,37506,2014-03-10,Monday,3,3,2014,,,1,0,0,36266.75
d_1138,34567,2014-03-11,Tuesday,4,3,2014,,,0,1,1,36303.67857142857
d_1139,34942,2014-03-12,Wednesday,5,3,2014,LentWeek2,Religious,0,1,1,36239.53571428572
d_1140,33084,2014-03-13,Thursday,6,3,2014,,,0,1,0,36082.42857142857
d_1141,36946,2014-03-14,Friday,7,3,2014,,,0,0,1,36190.857142857145
d_1142,44708,2014-03-15,Saturday,1,3,2014,,,0,1,1,36181.67857142857
d_1143,45376,2014-03-16,Sunday,2,3,2014,Purim End,Religious,0,0,0,36236.82142857143
d_1144,32084,2014-03-17,Monday,3,3,2014,StPatricksDay,Cultural,0,0,0,36148.5
d_1145,30095,2014-03-18,Tuesday,4,3,2014,,,0,0,0,36126.53571428572
d_1146,29384,2014-03-19,Wednesday,5,3,2014,,,0,0,0,36089.857142857145
d_1147,28809,2014-03-20,Thursday,6,3,2014,,,0,0,0,36057.92857142857
d_1148,33202,2014-03-21,Friday,7,3,2014,,,0,0,0,36053.5
d_1149,41441,2014-03-22,Saturday,1,3,2014,,,0,0,0,36051.82142857143
d_1150,44171,2014-03-23,Sunday,2,3,2014,,,0,0,0,36042.67857142857
d_1151,31843,2014-03-24,Monday,3,3,2014,,,0,0,0,36044.32142857143
d_1152,28466,2014-03-25,Tuesday,4,3,2014,,,0,0,0,35999.357142857145
d_1153,27014,2014-03-26,Wednesday,5,3,2014,,,0,0,0,36023.03571428572
d_1154,30210,2014-03-27,Thursday,6,3,2014,,,0,0,0,36070.17857142857
d_1155,32918,2014-03-28,Friday,7,3,2014,,,0,0,0,36024.46428571428
d_1156,41193,2014-03-29,Saturday,1,3,2014,,,0,0,0,35870.78571428572
d_1157,43156,2014-03-30,Sunday,2,3,2014,,,0,0,0,35741.46428571428
d_1158,30672,2014-03-31,Monday,3,3,2014,,,0,0,0,35508.28571428572
d_1159,33708,2014-04-01,Tuesday,4,4,2014,,,1,1,0,35638.357142857145
d_1160,33699,2014-04-02,Wednesday,5,4,2014,,,1,0,1,35724.82142857143
d_1161,36604,2014-04-03,Thursday,6,4,2014,,,1,1,1,35865.607142857145
d_1162,35685,2014-04-04,Friday,7,4,2014,,,1,0,0,35894.92857142857
d_1163,46776,2014-04-05,Saturday,1,4,2014,,,1,1,1,36012.46428571428
d_1164,48790,2014-04-06,Sunday,2,4,2014,,,1,1,1,35966.03571428572
d_1165,36594,2014-04-07,Monday,3,4,2014,,,1,1,0,35933.46428571428
d_1166,35248,2014-04-08,Tuesday,4,4,2014,,,1,0,1,35957.78571428572
d_1167,35209,2014-04-09,Wednesday,5,4,2014,,,1,1,1,35967.32142857143
d_1168,33038,2014-04-10,Thursday,6,4,2014,,,1,0,0,35965.67857142857
d_1169,38439,2014-04-11,Friday,7,4,2014,,,0,1,1,36019.0
d_1170,46155,2014-04-12,Saturday,1,4,2014,,,0,1,1,36070.67857142857
d_1171,46083,2014-04-13,Sunday,2,4,2014,,,0,1,0,36095.92857142857
d_1172,35751,2014-04-14,Monday,3,4,2014,,,0,0,1,36226.892857142855
d_1173,36396,2014-04-15,Tuesday,4,4,2014,,,0,1,1,36451.92857142857
d_1174,34228,2014-04-16,Wednesday,5,4,2014,,,0,0,0,36624.92857142857
d_1175,33193,2014-04-17,Thursday,6,4,2014,,,0,0,0,36781.5
d_1176,38905,2014-04-18,Friday,7,4,2014,,,0,0,0,36985.17857142857
d_1177,47819,2014-04-19,Saturday,1,4,2014,,,0,0,0,37212.96428571428
d_1178,38934,2014-04-20,Sunday,2,4,2014,Easter,Cultural,0,0,0,37025.92857142857
d_1179,31626,2014-04-21,Monday,3,4,2014,,,0,0,0,37018.17857142857
d_1180,30678,2014-04-22,Tuesday,4,4,2014,Pesach End,Religious,0,0,0,37097.17857142857
d_1181,30437,2014-04-23,Wednesday,5,4,2014,,,0,0,0,37219.42857142857
d_1182,30792,2014-04-24,Thursday,6,4,2014,,,0,0,0,37240.21428571428
d_1183,33427,2014-04-25,Friday,7,4,2014,,,0,0,0,37258.392857142855
d_1184,42377,2014-04-26,Saturday,1,4,2014,,,0,0,0,37300.67857142857
d_1185,43440,2014-04-27,Sunday,2,4,2014,,,0,0,0,37310.82142857143
d_1186,31508,2014-04-28,Monday,3,4,2014,,,0,0,0,37340.67857142857
d_1187,29865,2014-04-29,Tuesday,4,4,2014,,,0,0,0,37203.42857142857
d_1188,28883,2014-04-30,Wednesday,5,4,2014,,,0,0,0,37031.42857142857
d_1189,33859,2014-05-01,Thursday,6,5,2014,,,1,1,0,36933.392857142855
d_1190,38951,2014-05-02,Friday,7,5,2014,,,1,0,1,37050.03571428572
d_1191,46542,2014-05-03,Saturday,1,5,2014,,,1,1,1,37041.67857142857
d_1192,45139,2014-05-04,Sunday,2,5,2014,,,1,0,0,36911.28571428572
d_1193,35820,2014-05-05,Monday,3,5,2014,Cinco De Mayo,Cultural,1,1,1,36883.642857142855
d_1194,33611,2014-05-06,Tuesday,4,5,2014,,,1,1,1,36825.17857142857
d_1195,32146,2014-05-07,Wednesday,5,5,2014,,,1,1,0,36715.78571428572
d_1196,31819,2014-05-08,Thursday,6,5,2014,,,1,0,1,36672.25
d_1197,36363,2014-05-09,Friday,7,5,2014,,,1,1,1,36598.107142857145
d_1198,42843,2014-05-10,Saturday,1,5,2014,,,1,0,0,36479.82142857143
d_1199,38180,2014-05-11,Sunday,2,5,2014,Mother's day,Cultural,0,1,1,36197.57142857143
d_1200,37922,2014-05-12,Monday,3,5,2014,,,0,1,1,36275.107142857145
d_1201,33844,2014-05-13,Tuesday,4,5,2014,,,0,1,0,36183.96428571428
d_1202,32817,2014-05-14,Wednesday,5,5,2014,,,0,0,1,36133.57142857143
d_1203,33522,2014-05-15,Thursday,6,5,2014,,,0,1,1,36145.32142857143
d_1204,34589,2014-05-16,Friday,7,5,2014,,,0,0,0,35991.17857142857
d_1205,40019,2014-05-17,Saturday,1,5,2014,,,0,0,0,35712.607142857145
d_1206,43020,2014-05-18,Sunday,2,5,2014,,,0,0,0,35858.53571428572
d_1207,32314,2014-05-19,Monday,3,5,2014,,,0,0,0,35883.107142857145
d_1208,29926,2014-05-20,Tuesday,4,5,2014,,,0,0,0,35856.25
d_1209,29083,2014-05-21,Wednesday,5,5,2014,,,0,0,0,35807.892857142855
d_1210,30386,2014-05-22,Thursday,6,5,2014,,,0,0,0,35793.392857142855
d_1211,33425,2014-05-23,Friday,7,5,2014,,,0,0,0,35793.32142857143
d_1212,38386,2014-05-24,Saturday,1,5,2014,,,0,0,0,35650.78571428572
d_1213,35965,2014-05-25,Sunday,2,5,2014,,,0,0,0,35383.82142857143
d_1214,33459,2014-05-26,Monday,3,5,2014,MemorialDay,National,0,0,0,35453.5
d_1215,28912,2014-05-27,Tuesday,4,5,2014,,,0,0,0,35419.46428571428
d_1216,28109,2014-05-28,Wednesday,5,5,2014,,,0,0,0,35391.82142857143
d_1217,27689,2014-05-29,Thursday,6,5,2014,,,0,0,0,35171.46428571428
d_1218,33740,2014-05-30,Friday,7,5,2014,,,0,0,0,34985.357142857145
d_1219,40692,2014-05-31,Saturday,1,5,2014,,,0,0,0,34776.42857142857
d_1220,44602,2014-06-01,Sunday,2,6,2014,,,1,1,0,34757.25
d_1221,37312,2014-06-02,Monday,3,6,2014,,,1,0,1,34810.53571428572
d_1222,38357,2014-06-03,Tuesday,4,6,2014,,,1,1,1,34980.03571428572
d_1223,32899,2014-06-04,Wednesday,5,6,2014,,,1,0,0,35006.92857142857
d_1224,35655,2014-06-05,Thursday,6,6,2014,NBAFinalsStart,Sporting,1,1,1,35143.92857142857
d_1225,37457,2014-06-06,Friday,7,6,2014,,,1,1,1,35183.0
d_1226,44347,2014-06-07,Saturday,1,6,2014,,,1,1,0,35236.71428571428
d_1227,45279,2014-06-08,Sunday,2,6,2014,,,1,0,1,35490.25
d_1228,38256,2014-06-09,Monday,3,6,2014,,,1,1,1,35502.17857142857
d_1229,33658,2014-06-10,Tuesday,4,6,2014,,,1,0,0,35495.53571428572
d_1230,34644,2014-06-11,Wednesday,5,6,2014,,,0,1,1,35560.78571428572
d_1231,35077,2014-06-12,Thursday,6,6,2014,,,0,1,1,35616.32142857143
d_1232,38356,2014-06-13,Friday,7,6,2014,,,0,1,0,35750.857142857145
d_1233,44984,2014-06-14,Saturday,1,6,2014,,,0,0,1,35928.17857142857
d_1234,42494,2014-06-15,Sunday,2,6,2014,NBAFinalsEnd,Sporting,0,1,1,35909.392857142855
d_1235,35203,2014-06-16,Monday,3,6,2014,,,0,0,0,36012.57142857143
d_1236,33542,2014-06-17,Tuesday,4,6,2014,,,0,0,0,36141.71428571428
d_1237,32269,2014-06-18,Wednesday,5,6,2014,,,0,0,0,36255.5
d_1238,33120,2014-06-19,Thursday,6,6,2014,,,0,0,0,36353.142857142855
d_1239,37996,2014-06-20,Friday,7,6,2014,,,0,0,0,36516.392857142855
d_1240,42420,2014-06-21,Saturday,1,6,2014,,,0,0,0,36660.46428571428
d_1241,42460,2014-06-22,Sunday,2,6,2014,,,0,0,0,36892.42857142857
d_1242,33158,2014-06-23,Monday,3,6,2014,,,0,0,0,36881.67857142857
d_1243,30641,2014-06-24,Tuesday,4,6,2014,,,0,0,0,36943.42857142857
d_1244,28821,2014-06-25,Wednesday,5,6,2014,,,0,0,0,36968.857142857145
d_1245,29356,2014-06-26,Thursday,6,6,2014,,,0,0,0,37028.392857142855
d_1246,34078,2014-06-27,Friday,7,6,2014,,,0,0,0,37040.46428571428
d_1247,39930,2014-06-28,Saturday,1,6,2014,,,0,0,0,37013.25
d_1248,40211,2014-06-29,Sunday,2,6,2014,Ramadan starts,Religious,0,0,0,36856.42857142857
d_1249,33449,2014-06-30,Monday,3,6,2014,,,0,0,0,36718.46428571428
d_1250,37739,2014-07-01,Tuesday,4,7,2014,,,1,1,0,36696.392857142855
d_1251,37869,2014-07-02,Wednesday,5,7,2014,,,1,0,1,36873.892857142855
d_1252,47028,2014-07-03,Thursday,6,7,2014,,,1,1,1,37280.07142857143
d_1253,38593,2014-07-04,Friday,7,7,2014,IndependenceDay,National,1,0,0,37320.642857142855
d_1254,40782,2014-07-05,Saturday,1,7,2014,,,1,1,1,37193.32142857143
d_1255,45490,2014-07-06,Sunday,2,7,2014,,,1,1,1,37200.857142857145
d_1256,37635,2014-07-07,Monday,3,7,2014,,,1,1,0,37178.67857142857
d_1257,36448,2014-07-08,Tuesday,4,7,2014,,,1,0,1,37278.32142857143
d_1258,37214,2014-07-09,Wednesday,5,7,2014,,,1,1,1,37370.107142857145
d_1259,35179,2014-07-10,Thursday,6,7,2014,,,1,0,0,37373.75
d_1260,40253,2014-07-11,Friday,7,7,2014,,,0,1,1,37441.5
d_1261,47696,2014-07-12,Saturday,1,7,2014,,,0,1,1,37538.357142857145
d_1262,43675,2014-07-13,Sunday,2,7,2014,,,0,1,0,37580.53571428572
d_1263,36281,2014-07-14,Monday,3,7,2014,,,0,0,1,37619.03571428572
d_1264,35815,2014-07-15,Tuesday,4,7,2014,,,0,1,1,37700.21428571428
d_1265,33011,2014-07-16,Wednesday,5,7,2014,,,0,0,0,37726.71428571428
d_1266,32430,2014-07-17,Thursday,6,7,2014,,,0,0,0,37702.07142857143
d_1267,36449,2014-07-18,Friday,7,7,2014,,,0,0,0,37646.82142857143
d_1268,42480,2014-07-19,Saturday,1,7,2014,,,0,0,0,37648.96428571428
d_1269,42689,2014-07-20,Sunday,2,7,2014,,,0,0,0,37657.142857142855
d_1270,33451,2014-07-21,Monday,3,7,2014,,,0,0,0,37667.607142857145
d_1271,31512,2014-07-22,Tuesday,4,7,2014,,,0,0,0,37698.71428571428
d_1272,30939,2014-07-23,Wednesday,5,7,2014,,,0,0,0,37774.357142857145
d_1273,30525,2014-07-24,Thursday,6,7,2014,,,0,0,0,37816.107142857145
d_1274,33848,2014-07-25,Friday,7,7,2014,,,0,0,0,37807.892857142855
d_1275,39008,2014-07-26,Saturday,1,7,2014,,,0,0,0,37774.96428571428
d_1276,42214,2014-07-27,Sunday,2,7,2014,,,0,0,0,37846.5
d_1277,32632,2014-07-28,Monday,3,7,2014,,,0,0,0,37817.32142857143
d_1278,30705,2014-07-29,Tuesday,4,7,2014,Eid al-Fitr,Religious,0,0,0,37566.107142857145
d_1279,30334,2014-07-30,Wednesday,5,7,2014,,,0,0,0,37297.0
d_1280,31840,2014-07-31,Thursday,6,7,2014,,,0,0,0,36754.57142857143
d_1281,43129,2014-08-01,Friday,7,8,2014,,,1,1,0,36916.57142857143
d_1282,47011,2014-08-02,Saturday,1,8,2014,,,1,0,1,37139.03571428572
d_1283,47572,2014-08-03,Sunday,2,8,2014,,,1,1,1,37213.392857142855
d_1284,35799,2014-08-04,Monday,3,8,2014,,,1,0,0,37147.82142857143
d_1285,36238,2014-08-05,Tuesday,4,8,2014,,,1,1,1,37140.32142857143
d_1286,34547,2014-08-06,Wednesday,5,8,2014,,,1,1,1,37045.07142857143
d_1287,34577,2014-08-07,Thursday,6,8,2014,,,1,1,0,37023.57142857143
d_1288,38980,2014-08-08,Friday,7,8,2014,,,1,0,1,36978.107142857145
d_1289,45258,2014-08-09,Saturday,1,8,2014,,,1,1,1,36891.03571428572
d_1290,43249,2014-08-10,Sunday,2,8,2014,,,1,0,0,36875.82142857143
d_1291,36122,2014-08-11,Monday,3,8,2014,,,0,1,1,36870.142857142855
d_1292,36672,2014-08-12,Tuesday,4,8,2014,,,0,1,1,36900.75
d_1293,34419,2014-08-13,Wednesday,5,8,2014,,,0,1,0,36951.03571428572
d_1294,34536,2014-08-14,Thursday,6,8,2014,,,0,0,1,37026.25
d_1295,38258,2014-08-15,Friday,7,8,2014,,,0,1,1,37090.857142857145
d_1296,44555,2014-08-16,Saturday,1,8,2014,,,0,0,0,37164.96428571428
d_1297,46673,2014-08-17,Sunday,2,8,2014,,,0,0,0,37307.25
d_1298,35379,2014-08-18,Monday,3,8,2014,,,0,0,0,37376.107142857145
d_1299,31959,2014-08-19,Tuesday,4,8,2014,,,0,0,0,37392.07142857143
d_1300,31847,2014-08-20,Wednesday,5,8,2014,,,0,0,0,37424.5
d_1301,32399,2014-08-21,Thursday,6,8,2014,,,0,0,0,37491.42857142857
d_1302,37116,2014-08-22,Friday,7,8,2014,,,0,0,0,37608.142857142855
d_1303,44673,2014-08-23,Saturday,1,8,2014,,,0,0,0,37810.46428571428
d_1304,47443,2014-08-24,Sunday,2,8,2014,,,0,0,0,37997.21428571428
d_1305,34667,2014-08-25,Monday,3,8,2014,,,0,0,0,38069.892857142855
d_1306,31402,2014-08-26,Tuesday,4,8,2014,,,0,0,0,38094.78571428572
d_1307,29506,2014-08-27,Wednesday,5,8,2014,,,0,0,0,38065.21428571428
d_1308,29976,2014-08-28,Thursday,6,8,2014,,,0,0,0,37998.642857142855
d_1309,37693,2014-08-29,Friday,7,8,2014,,,0,0,0,37804.5
d_1310,43237,2014-08-30,Saturday,1,8,2014,,,0,0,0,37669.71428571428
d_1311,39210,2014-08-31,Sunday,2,8,2014,,,0,0,0,37371.07142857143
